"site_id","aggr_eco3_2015","aggr_eco9_2015","aquacultur","area_cat7","area_ha","areacls","bord_lake","cat_unique","ch0712_cat","ch0712_use","ch0712_wgt","cntyname","comid2007","comid2012","comids2007","des_ftype","disposal","dsgn_cat","dsgn12","eco_bio","eco_l3_nam","eco_nuta","eco3_x_origin","elevation","epa_reg","eval_name","evalstat","evaporate","feow_id","fs_ew","fw_eco3","fw_eco9","gnis_id","gnis_name","huc2","huc8","index_samp","lake_origin","lake_origin12","lakearea","lakename","lat_dd83","lon_dd83","maj_basin","mdcaty","meter_deep","miss_basin","na_l1code","na_l2code","na_l3code","nars_name","nes_lake","neslake","neslake_id","nesstoret","nhdname","non_saline","nut_reg","nutreg_name","open_water","own_type","ownshp","panel","perim_km","perm_water","phys_acces","publication_date","rchcode","reachcode","ref_cluster","ref_nutr","refclus_name","repeat_visit","rt_nla","sewage","siteid_07","sitesamp","sitetype","size_class","sld","srfc_area","st_dsgn","st_mdcaty","st_panel","st_siteid","st_stratum","st_wgt_all","st_wgt_cat","st_wgt_dsgn","state","state_name","state_nla","state_pcnt","statecty","status","status_dsk","status_fld","status_st","status_ver","stratum","tnt","tnt_st","urban","us_l3code","us_l3code_2015","us_l4code","us_l4code_2015","wgt_all","wgt_cat","wgt_dsgn","xcoord","ycoord"
"NLA12_ND-113","PLNLOW","TPL",NA,NA,4.71553516,"B:4-10","No","NLA07RVT","NLA07_RVT12","Include",1825.134963,"ROLETTE",14157416,14157416,"14157416","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,625.92,"Region_8","Unnamed","TargetSampleable",NA,109,NA,"PLNLOW","TPL",NA,NA,9,9010004,NA,"NATURAL","NATURAL",NA,NA,48.89570001,-99.71279981,"9","NonREF07",NA,"No",9,9.2,"9.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tribal Land - US Census","Non-Federal","NLA07RVT",1.01158355,NA,NA,"8/23/2016","9.01E+12",NA,NA,NA,NA,NA,"REF",NA,"NLA06608-1024","Y","PROB","(4,10]",NA,NA,NA,NA,NA,"NLA12_ND-113","ND_NLA07RVT",0,NA,0,"ND",NA,"ND",100,38079,"Target_Sampled",NA,NA,NA,NA,"ND_NLA07RVT","Target",NA,"No",46,46,"46b","46b",1825.134963,"ND_>4",2.642857143,-275447.3961,1275358.742
"NLA12_ND-114","PLNLOW","NPL",NA,NA,314.2060639,"E:100-500","No","NLA07RVT","NLA07_RVT12","Include",58.97169537,"KIDDER",14683488,14683488,"14683488","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,525.31,"Region_8","Alkaline Lake","TargetSampleable",NA,142,NA,"PLNLOW","NPL",1027682,"Lake Etta",10,10130103,NA,"NATURAL","NATURAL",NA,NA,46.83158041,-99.7647378,"10","NonREF07",NA,"Yes",9,9.3,"9.3.1","Lake Etta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","NLA07RVT",13.24282154,NA,NA,"8/23/2016","1.01301E+13",NA,NA,NA,NA,NA,"SO-SO",NA,"NLA06608-0579","Y","PROB",">50",NA,NA,NA,NA,NA,"NLA12_ND-114","ND_NLA07RVT",0,NA,0,"ND",NA,"ND",100,38043,"Target_Sampled",NA,NA,NA,NA,"ND_NLA07RVT","Target",NA,"No",42,42,"42b","42b",58.97169537,"ND_>4",2.642857143,-288317.174,1047973.78
"NLA12_ND-115","PLNLOW","NPL",NA,NA,3.873222845,"A:1-4","No","NLA12NEW","NLA12_BASE","Exclude",146.2371257,"BURLEIGH",14681240,14681240,"14681240","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,523.43,"Region_8","McDowell Dam","TargetSampleable",NA,142,NA,"PLNLOW","NPL",NA,NA,10,10130103,NA,"MAN_MADE","RESERVOIR",NA,NA,46.82604195,-100.6342083,"10","NPL_(1,4]",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","NLA12RVT",1.340094477,NA,NA,"8/23/2016","1.01301E+13",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB","(1,4]",NA,NA,NA,NA,NA,"NLA12_ND-115","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38015,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42c","42c",146.2371257,"ND_(1,4]",300.125,-354886.4163,1050303.547
"NLA12_ND-118","PLNLOW","NPL",NA,NA,23.9001928,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",14.22247897,"LOGAN",14665989,14665989,"14665989","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,599.05,"Region_8","Unnamed","TargetSampleable",NA,142,NA,"PLNLOW","NPL",NA,NA,10,10130104,NA,"NATURAL","NATURAL",NA,NA,46.36786408,-99.39845029,"10","NPL_(20,50]",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","NLA12NAT",3.085035592,NA,NA,"8/23/2016","1.01301E+13",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB","(20,50]",NA,NA,NA,NA,NA,"NLA12_ND-118","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38047,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42b","42b",14.22247897,"ND_>4",89.2,-262115.1207,995570.2906
"NLA12_ND-119","PLNLOW","TPL",NA,NA,37.61191787,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",67.92349821,"SHERIDAN",14276944,14276944,"14276944","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,517,"Region_8","Unnamed","TargetSampleable",NA,109,NA,"PLNLOW","TPL",NA,NA,9,9020202,NA,"NATURAL","NATURAL",NA,NA,47.73683911,-100.4387591,"9","OTH_(20,50]",NA,"No",9,9.2,"9.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","NLA12NAT",2.347243402,NA,NA,"8/23/2016","9.0202E+12",NA,NA,NA,NA,NA,"TRASH",NA,NA,"Y","PROB","(20,50]",NA,NA,NA,NA,NA,"NLA12_ND-119","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38083,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",46,46,"46i","46i",67.92349821,"ND_>4",426,-335228.6928,1150172.094
"NLA12_ND-126","PLNLOW","NPL",NA,NA,13.18466442,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",23.47027919,"DIVIDE",14043719,14043719,"14043719","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,737.04,"Region_8","Unnamed","TargetSampleable",NA,109,NA,"PLNLOW","NPL",NA,NA,9,9010001,NA,"NATURAL","NATURAL",NA,NA,48.74897872,-102.9425695,"9","NPL_(10,20]",NA,"No",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","NLA12NAT",1.97176497,NA,NA,"8/23/2016","9.01E+12",NA,NA,NA,NA,NA,"TRASH",NA,NA,"Y","PROB","(10,20]",NA,NA,NA,NA,NA,"NLA12_ND-126","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38023,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42d","42d",23.47027919,"ND_>4",147.2,-515909.5046,1272703.146
"NLA12_ND-129","PLNLOW","NPL",NA,NA,1218.852908,"F:500+","No","NLA12NEW","NLA12_BASE","Include",15.3598521,"BURLEIGH",14681338,14681338,"14681338","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,521.91,"Region_8","Long Lake","TargetSampleable",NA,142,NA,"PLNLOW","NPL",NA,NA,10,10130103,NA,"NATURAL","NATURAL",NA,NA,46.71384398,-100.1527425,"10","NPL_>50",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US FWS","National Wildlife Refuge FWS","NLA12NAT",28.77943496,NA,NA,"8/23/2016","1.01301E+13",NA,NA,NA,NA,NA,"TRASH",NA,NA,"Y","PROB",">50",NA,NA,NA,NA,NA,"NLA12_ND-129","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38015,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42b","42b",15.3598521,"ND_>4",96.33333333,-318583.4949,1036185.908
"NLA12_ND-131","PLNLOW","NPL",NA,NA,1328.229399,"F:500+","No","NLA12NEW","NLA12_BASE","Include",15.3598521,"GRANT",16237597,16237597,"16237597","Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation",NA,NA,"Included","PLAINS",NA,NA,NA,629.58,"Region_8","Lake Tschida","TargetSampleable",NA,142,NA,"PLNLOW","NPL",1032544,"Lake Tschida",10,10130202,NA,"MAN_MADE","RESERVOIR",NA,NA,46.61482047,-101.8950983,"10","NPL_>50",NA,"Yes",9,9.3,"9.3.3","Lake Tschida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Bureau of Reclamation BOR","NLA12NAT",52.91151436,NA,NA,"8/23/2016","1.01302E+13",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB",">50",NA,NA,NA,NA,NA,"NLA12_ND-131","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38037,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",43,43,"43a","43a",15.3598521,"ND_>4",96.33333333,-452784.6865,1032302.642
"NLA12_ND-134","PLNLOW","NPL",NA,NA,53.58494942,"D:50-100","No","NLA12NEW","NLA12_BASE","Include",15.3598521,"MCINTOSH",14746226,14746226,"14746226","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,590.82,"Region_8","Unnamed","TargetSampleable",NA,142,NA,"PLNLOW","NPL",NA,NA,10,10130106,NA,"NATURAL","NATURAL",NA,NA,46.02278583,-99.29204583,"10","NPL_>50",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","NLA12NAT",4.256713691,NA,NA,"8/23/2016","1.01301E+13",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB",">50",NA,NA,NA,NA,NA,"NLA12_ND-134","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38051,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42a","42a",15.3598521,"ND_>4",96.33333333,-255237.507,957024.2801
"NLA12_ND-139","PLNLOW","NPL",NA,NA,23.20337924,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",14.22247897,"WARD",21541296,21541296,"21541296","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,644.62,"Region_8","Unnamed","TargetSampleable",NA,109,NA,"PLNLOW","NPL",NA,NA,9,9010001,NA,"NATURAL","NATURAL",NA,NA,47.90420192,-101.0598295,"9","NPL_(20,50]",NA,"No",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","NLA12NAT",2.989814994,NA,NA,"8/23/2016","9.01E+12",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB","(20,50]",NA,NA,NA,NA,NA,"NLA12_ND-139","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38101,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42a","42a",14.22247897,"ND_>4",89.2,-381109.4035,1170957.957
"NLA12_ND-145","PLNLOW","NPL",NA,NA,7.124819333,"B:4-10","No","NLA12NEW","NLA12_BASE","Include",50.62373399,"KIDDER",14680560,14680560,"14680560","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,530.4,"Region_8","Unnamed","TargetSampleable",NA,142,NA,"PLNLOW","NPL",NA,NA,10,10130103,NA,"NATURAL","NATURAL",NA,NA,47.08001327,-99.73058586,"10","NPL_(4,10]",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Waterfowl Production Area FWS","NLA12ST",1.061315998,NA,NA,"8/23/2016","1.01301E+13",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB","(4,10]",NA,NA,NA,NA,NA,"NLA12_ND-145","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38043,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42b","42b",50.62373399,"ND_>4",317.5,-284623.9763,1075344.796
"NLA12_ND-146","PLNLOW","TPL",NA,NA,13.80037712,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",44.96344247,"BOTTINEAU",14155630,14155630,"14155630","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,658.52,"Region_8","Unnamed","TargetSampleable",NA,109,NA,"PLNLOW","TPL",NA,NA,9,9010004,NA,"NATURAL","NATURAL",NA,NA,48.914933,-100.4334397,"9","OTH_(10,20]",NA,"No",9,9.2,"9.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","NLA12ST",1.750153335,NA,NA,"8/23/2016","9.01E+12",NA,NA,NA,NA,NA,"TRASH",NA,NA,"Y","PROB","(10,20]",NA,NA,NA,NA,NA,"NLA12_ND-146","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38009,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",46,46,"46b","46b",44.96344247,"ND_>4",282,-328776.4641,1279761.074
"NLA12_ND-149","PLNLOW","NPL",NA,NA,17.27003109,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",23.47027919,"STUTSMAN",11497950,11497950,"11497950","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,544.53,"Region_8","Unnamed","TargetSampleable",NA,143,NA,"PLNLOW","NPL",NA,NA,10,10160002,NA,"NATURAL","NATURAL",NA,NA,47.06803402,-99.0799129,"10","NPL_(10,20]",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","NLA12ST",1.602258191,NA,NA,"8/23/2016","1.016E+13",NA,NA,NA,NA,NA,"TRASH",NA,NA,"Y","PROB","(10,20]",NA,NA,NA,NA,NA,"NLA12_ND-149","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38093,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42a","42a",23.47027919,"ND_>4",147.2,-235043.2324,1072241.307
"NLA12_ND-151","PLNLOW","NPL",NA,NA,198.3549872,"E:100-500","No","NLA12NEW","NLA12_BASE","Include",15.3598521,"BURLEIGH",14678202,14678202,"14678202","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,588.11,"Region_8","Unnamed","TargetSampleable",NA,142,NA,"PLNLOW","NPL",NA,NA,10,10130103,NA,"NATURAL","NATURAL",NA,NA,47.2749168,-100.3980476,"10","NPL_>50",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","OverSamp",7.211722067,NA,NA,"8/23/2016","1.01301E+13",NA,NA,NA,NA,NA,"SO-SO",NA,"NLA06608-2318","Y","PROB",">50",NA,NA,NA,NA,NA,"NLA12_ND-151","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38015,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42a","42a",15.3598521,"ND_>4",96.33333333,-334516.9737,1099054.819
"NLA12_ND-155","PLNLOW","NPL",NA,NA,89.19401757,"D:50-100","No","NLA12NEW","NLA12_BASE","Include",15.3598521,"MOUNTRAIL",21532268,21532268,"21532268","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,645.14,"Region_8","Unnamed","TargetSampleable",NA,142,NA,"PLNLOW","NPL",NA,NA,10,10110101,NA,"NATURAL","NATURAL",NA,NA,48.35144139,-102.1406782,"10","NPL_>50",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","OverSamp",4.246928014,NA,NA,"8/23/2016","1.01101E+13",NA,NA,NA,NA,NA,"TRASH",NA,NA,"Y","PROB",">50",NA,NA,NA,NA,NA,"NLA12_ND-155","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38061,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42d","42d",15.3598521,"ND_>4",96.33333333,-459233.1831,1224947.267
"NLA12_ND-156","PLNLOW","NPL",NA,NA,104.9303077,"E:100-500","No","NLA12NEW","NLA12_BASE","Include",14.22247897,"STUTSMAN",11496676,11496676,"11496676","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,582.32,"Region_8","Unnamed","TargetSampleable",NA,143,NA,"PLNLOW","NPL",NA,NA,10,10160002,NA,"NATURAL","NATURAL",NA,NA,47.17037042,-99.24800631,"10","NPL_(20,50]",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","OverSamp",11.14481722,NA,NA,"8/23/2016","1.016E+13",NA,NA,NA,NA,NA,"TRASH",NA,NA,"Y","PROB",">50",NA,NA,NA,NA,NA,"NLA12_ND-156","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38093,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42a","42a",14.22247897,"ND_>4",89.2,-247479.5798,1083981.852
"NLA12_ND-160","PLNLOW","NPL",NA,NA,35.57997894,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",14.22247897,"KIDDER",14679932,14679932,"14679932","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,540.21,"Region_8","Unnamed","TargetSampleable",NA,142,NA,"PLNLOW","NPL",NA,NA,10,10130103,NA,"NATURAL","NATURAL",NA,NA,47.17341262,-99.77111166,"10","NPL_(20,50]",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","OverSamp",2.557772717,NA,NA,"8/23/2016","1.01301E+13",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB","(20,50]",NA,NA,NA,NA,NA,"NLA12_ND-160","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38043,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42b","42b",14.22247897,"ND_>4",89.2,-287304.4087,1085789.932
"NLA12_ND-162","PLNLOW","TPL",NA,NA,41.83065494,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",67.92349821,"ROLETTE",14158688,14158688,"14158688","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,485.31,"Region_8","Wright Lake","TargetSampleable",NA,109,NA,"PLNLOW","TPL",1032886,"Wright Lake",9,9010004,NA,"NATURAL","NATURAL",NA,NA,48.55085513,-99.92530218,"9","OTH_(20,50]",NA,"No",9,9.2,"9.2.1","Wright Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Waterfowl Production Area FWS","OverSamp",2.707022555,NA,NA,"8/23/2016","9.01E+12",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB","(20,50]",NA,NA,NA,NA,NA,"NLA12_ND-162","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38079,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",46,46,"46f","46f",67.92349821,"ND_>4",426,-292769.7508,1238104.549
"NLA12_ND-163","PLNLOW","NPL",NA,NA,3.787580957,"A:1-4","No","NLA12NEW","NLA12_BASE","Exclude",146.2371257,"GOLDEN VALLEY",14566900,14566900,"14566900","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,907.4,"Region_8","Unnamed","TargetSampleable",NA,142,NA,"PLNLOW","NPL",NA,NA,10,10110203,NA,"MAN_MADE","RESERVOIR",NA,NA,46.54392165,-104.028258,"10","NPL_(1,4]",NA,"Yes",9,9.3,"9.3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","National Grassland FS","OverSamp",1.058925551,NA,NA,"8/23/2016","1.01102E+13",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB","(1,4]",NA,NA,NA,NA,NA,"NLA12_ND-163","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38033,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",43,43,"43a","43a",146.2371257,"ND_(1,4]",300.125,-616951.1,1036473.61
"NLA12_ND-164","PLNLOW","NPL",NA,NA,38.88659889,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",14.22247897,"STUTSMAN",11497056,11497056,"11497056","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,553.58,"Region_8","Unnamed","TargetSampleable",NA,143,NA,"PLNLOW","NPL",NA,NA,10,10160002,NA,"NATURAL","NATURAL",NA,NA,47.13839584,-99.13252314,"10","NPL_(20,50]",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","OverSamp",3.316656794,NA,NA,"8/23/2016","1.016E+13",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB","(20,50]",NA,NA,NA,NA,NA,"NLA12_ND-164","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38093,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42a","42a",14.22247897,"ND_>4",89.2,-238800.2161,1080151.885
"NLA12_ND-167","PLNLOW","NPL",NA,NA,43.28055482,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",14.22247897,"MCLEAN",14520261,14520261,"14520261","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,553.3,"Region_8","Fisher Lake","TargetSampleable",NA,142,NA,"PLNLOW","NPL",NA,NA,10,10130101,NA,"NATURAL","NATURAL",NA,NA,47.3986724,-100.8114446,"10","NPL_(20,50]",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","OverSamp",3.783848465,NA,NA,"8/23/2016","1.01301E+13",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB","(20,50]",NA,NA,NA,NA,NA,"NLA12_ND-167","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38055,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42a","42a",14.22247897,"ND_>4",89.2,-365242.096,1114240.19
"NLA12_ND-172","PLNLOW","NPL",NA,NA,194.205161,"E:100-500","No","NLA12NEW","NLA12_BASE","Include",14.22247897,"STUTSMAN",11496272,11496272,"11496272","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,563.54,"Region_8","Meander Lake","TargetSampleable",NA,143,NA,"PLNLOW","NPL",1030169,"Meander Lake",10,10160002,NA,"NATURAL","NATURAL",NA,NA,47.20188944,-99.35239064,"10","NPL_(20,50]",NA,"Yes",9,9.3,"9.3.1","Meander Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","OverSamp",14.57879756,NA,NA,"8/23/2016","1.016E+13",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB",">50",NA,NA,NA,NA,NA,"NLA12_ND-172","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38093,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42a","42a",14.22247897,"ND_>4",89.2,-255306.8855,1087741.625
"NLA12_ND-173","PLNLOW","NPL",NA,NA,69.8099082,"D:50-100","No","NLA12NEW","NLA12_BASE","Include",15.3598521,"LOGAN",14665815,14665815,"14665815","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,581.73,"Region_8","Unnamed","TargetSampleable",NA,142,NA,"PLNLOW","NPL",NA,NA,10,10130104,NA,"NATURAL","NATURAL",NA,NA,46.40002555,-99.28218473,"10","NPL_>50",NA,"Yes",9,9.3,"9.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","OverSamp",5.175598519,NA,NA,"8/23/2016","1.01301E+13",NA,NA,NA,NA,NA,"SO-SO",NA,NA,"Y","PROB",">50",NA,NA,NA,NA,NA,"NLA12_ND-173","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38047,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42b","42b",15.3598521,"ND_>4",96.33333333,-253028.3107,998818.741
"NLA12_ND-178","PLNLOW","TPL",NA,NA,38.29298202,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",67.92349821,"ROLETTE",14411847,14411847,"14411847","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,650.57,"Region_8","Gravel Lake","TargetSampleable",NA,109,NA,"PLNLOW","TPL",1029230,"Gravel Lake",9,9020313,NA,"NATURAL","NATURAL",NA,NA,48.95477319,-99.83321117,"9","OTH_(20,50]",NA,"No",9,9.2,"9.2.1","Gravel Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Federal","Non-Federal","OverSamp",3.579561189,NA,NA,"8/23/2016","9.02031E+12",NA,NA,NA,NA,NA,"REF",NA,NA,"Y","PROB","(20,50]",NA,NA,NA,NA,NA,"NLA12_ND-178","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38079,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",46,46,"46b","46b",67.92349821,"ND_>4",426,-284114.0539,1282198.542
"NLA12_ND-186","PLNLOW","NPL",NA,NA,31.25340549,"C:10-50","No","NLA12NEW","NLA12_BASE","Include",14.22247897,"WILLIAMS",14584057,14584057,"14584057","Lake/Pond: Hydrographic Category = Perennial",NA,NA,"Included","PLAINS",NA,NA,NA,603.67,"Region_8","Shirley Lake","TargetSampleable",NA,142,NA,"PLNLOW","NPL",1032067,"Shirley Lake",10,10110102,NA,"NATURAL","NATURAL",NA,NA,48.57418374,-103.6650787,"10","NPL_(20,50]",NA,"Yes",9,9.3,"9.3.1","Shirley Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US FWS","National Wildlife Refuge FWS","OverSamp",3.310939235,NA,NA,"8/23/2016","1.01101E+13",NA,NA,NA,NA,NA,"SO-SO",NA,"NLA06608-1920","Y","PROB","(20,50]",NA,NA,NA,NA,NA,"NLA12_ND-186","ND_NLA12NEW",0,NA,0,"ND",NA,"ND",100,38105,"Target_Sampled",NA,NA,NA,NA,"ND_NLA12NEW","Target",NA,"No",42,42,"42i","42i",14.22247897,"ND_>4",89.2,-571037.9504,1257665.842
