field,units,description,algaltoxins,atrazine,bentcond,benthic,bentmet,benttaxa,chla,condition,phab,phabmet,phytotaxa,profile,secchi,siteinfo,topsedhg,waterchem,zoopcond,zoopmets,zooptaxa
RVNCANBIG,NA,riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNCANBIG_DD,NA,riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNCANBIG_RIP,NA,riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNCANBIG_SYN,NA,riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNCANOPY,NA,riparian zone and vegetation: number of canopy type data,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNCANOPY_DD,NA,riparian zone and vegetation: number of canopy type data in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNCANOPY_RIP,NA,riparian zone and vegetation: number of canopy type data in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNCANSMALL,NA,riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNCANSMALL_DD,NA,riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNCANSMALL_RIP,NA,riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNCANSMALL_SYN,NA,riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDBARE,NA,riparian zone and vegetation: count of bare ground values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDBARE_DD,NA,riparian zone and vegetation: count of bare ground values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDBARE_RIP,NA,riparian zone and vegetation: count of bare ground values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDBARE_SYN,NA,riparian zone and vegetation: count of bare ground values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDINUNDATED,NA,riparian zone and vegetation: count of ground inundation values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDINUNDATED_DD,NA,riparian zone and vegetation: count of ground inundation values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDINUNDATED_RIP,NA,riparian zone and vegetation: count of ground inundation values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDINUNDATED_SYN,NA,riparian zone and vegetation: count of ground inundation values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDNONW,NA,riparian zone and vegetation: count of nonwoody ground cover values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDNONW_DD,NA,riparian zone and vegetation: count of nonwoody ground cover values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDNONW_RIP,NA,riparian zone and vegetation: count of nonwoody ground cover values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDNONW_SYN,NA,riparian zone and vegetation: count of nonwoody ground cover values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDWOODY,NA,riparian zone and vegetation: count of woody ground cover values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDWOODY_DD,NA,riparian zone and vegetation: count of woody ground cover values in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDWOODY_RIP,NA,riparian zone and vegetation: count of woody ground cover values in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNGNDWOODY_SYN,NA,riparian zone and vegetation: count of woody ground cover values synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNUNDERSTORY,NA,riparian zone and vegetation: number of understory type data,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNUNDERSTORY_DD,NA,riparian zone and vegetation: number of understory type data in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNUNDERSTORY_RIP,NA,riparian zone and vegetation: number of understory type data in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNUNDNONW,NA,riparian zone and vegetation: count of values of understory nonwoody cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNUNDNONW_DD,NA,riparian zone and vegetation: count of values of understory nonwoody cover in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNUNDNONW_RIP,NA,riparian zone and vegetation: count of values of understory nonwoody cover in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNUNDNONW_SYN,NA,riparian zone and vegetation: count of values of understory nonwoody cover synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNUNDWOODY,NA,riparian zone and vegetation: count of values of understory nonwoody cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNUNDWOODY_DD,NA,riparian zone and vegetation: count of values of understory nonwoody cover in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNUNDWOODY_RIP,NA,riparian zone and vegetation: count of values of understory nonwoody cover in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVNUNDWOODY_SYN,NA,riparian zone and vegetation: count of values of understory nonwoody cover synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVCANBIG,NA,riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVCANBIG_DD,NA,riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVCANBIG_RIP,NA,riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVCANBIG_SYN,NA,riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVCANSMALL,NA,riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVCANSMALL_DD,NA,riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVCANSMALL_RIP,NA,riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVCANSMALL_SYN,NA,riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDBARE,NA,riparian zone and vegetation: stdev of ground lacking cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDBARE_DD,NA,riparian zone and vegetation: stdev of ground lacking cover in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDBARE_RIP,NA,riparian zone and vegetation: stdev of ground lacking cover in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDBARE_SYN,NA,riparian zone and vegetation: stdev of ground lacking cover synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDINUNDATED,NA,riparian zone and vegetation: stdev of inundated ground cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDINUNDATED_DD,NA,riparian zone and vegetation: stdev of inundated ground cover in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDINUNDATED_RIP,NA,riparian zone and vegetation: stdev of inundated ground cover in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDINUNDATED_SYN,NA,riparian zone and vegetation: stdev of inundated ground cover synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDNONW,NA,riparian zone and vegetation: stdev of nonwoody ground cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDNONW_DD,NA,riparian zone and vegetation: stdev of nonwoody ground cover in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDNONW_RIP,NA,riparian zone and vegetation: stdev of nonwoody ground cover in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDNONW_SYN,NA,riparian zone and vegetation: stdev of nonwoody ground cover synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDWOODY,NA,riparian zone and vegetation: stdev of woody ground cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDWOODY_DD,NA,riparian zone and vegetation: stdev of woody ground cover in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDWOODY_RIP,NA,riparian zone and vegetation: stdev of woody ground cover in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVGNDWOODY_SYN,NA,riparian zone and vegetation: stdev of woody ground cover synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVUNDNONW,NA,riparian zone and vegetation: stdev of understory cover by nonwoody vegetation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVUNDNONW_DD,NA,riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVUNDNONW_RIP,NA,riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVUNDNONW_SYN,NA,riparian zone and vegetation: stdev of understory cover by nonwoody vegetation synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVUNDWOODY,NA,riparian zone and vegetation: stdev of understory cover by nonwoody vegetation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVUNDWOODY_DD,NA,riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVUNDWOODY_RIP,NA,riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVVUNDWOODY_SYN,NA,riparian zone and vegetation: stdev of understory cover by nonwoody vegetation synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SAM_CODE,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAMPLE_DEPTH,m,Depth of integrated sample,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SAMPLE_TYPE,NA,Sample type,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
SAMPLED_BENT,NA,Benthic sample collected?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_CORE,NA,Sediment core sampled?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_ENTE,NA,Enterococci sample collected?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_MICR,NA,Microcystin sample collected?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_PHAB,NA,Physical habitat sampled?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_PHYT,NA,Phytoplankton sample collected?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_PROFILE,NA,Profile data collected?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_SDHG,NA,Sediment mercury collected?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_ZOCN,NA,Coarse net zooplankton sample collected?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_ZOCR,NA,Coarse-mesh zooplankton sample collected (using NLA 2007 method),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_ZOFN,NA,Fine net zooplankton sample collected?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_ZOFR,NA,Fine-mesh zooplankton sample collected (using NLA 2007 method),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMPLED_ZOOP,NA,Zooplankton sample collected?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SCRPNIND,NA,Number of scraper individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRPNTAX,NA,No. of Scrapers taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRPPIND,NA,% Scrapers individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRPPTAX,NA,% Scrapers taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCUM,NA,Scum present,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SCUM_DESC,NA,Description of scum,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SECCHI,NA,Secchi depth (m),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SEDH_SAMPLE_ID,NA,Top Sediment sample ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SEDHG_MTH_TOP_COND,NA,Sediment methylmercury condition class for top sediment sample,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SEDHG_TOT_BTM_COND,NA,Sediment total mercury condition class for bottom sediment sample,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SEDHG_TOT_TOP_COND,NA,Sediment total mercury condition class for top sediment sample,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SHORELINE_FLOODING,NA,Presence of Shoreling flooding,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SHRDNIND,NA,Number of shredder individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRDNTAX,NA,No. of Shredders taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRDPIND,NA,% Shredders individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRDPTAX,NA,% Shredders taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIDID_PIND,NA,Percent of total individuals that are within the cladoceran family Sididae (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SIDID300_PIND,NA,Percent of individuals within the cladoceran family Sididae in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SIFPISLAND,NA,station information: fractional presence of stations at an island,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SILICA_BATCH_ID,NA,Batch ID from lab for Silica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SILICA_DATE_ANALYZED,NA,Date of sample analysis for Silica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SILICA_FLAG,NA,Flag for Silica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SILICA_HOLDING_TIME,NA,Sample holding time for Silica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SILICA_LAB_FLAG,NA,Flag from laboratory for Silica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SILICA_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Silica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SILICA_MDL,NA,Minimum detection limit of analyte for Silica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SILICA_QA_FLAG,NA,QA flag associated with sample for Silica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SILICA_RESULT,NA,Analyte value for Silica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SILICA_RL,NA,Reporting limit for Silica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SILICA_UNITS,NA,Units for Silica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SIMPSON_DEN,NA,Simpson Diversity based on the total density individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of density of taxon i in the sample.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SIMPSON_ROT,NA,Simpson Diversity based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SIMPSON_ROT300,NA,Simpson Diversity based on the number of rotifer individuals in 300-count subsampless (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SIMPSON300_NIND,NA,Simpson Diversity based on the number of individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon i in the sample.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SINDEPTH,NA,station information: count of station depth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SITE_ID,NA,Identification code for site,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0
SITEID_07,NA,Site ID assigned in 2007 NLA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SITESAMP,NA,Did you sample this site (Y/N),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SITETYPE,NA,Site type (Probability-based or hand-picked),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SIVDEPTH,NA,station information: std dev station depth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SIXDEPTH,NA,station information: mean station depth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SIZE_CLASS,NA,Lake area class,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
SMCLAD_BIO,NA,Biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD_DEN,NA,Density represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD_NAT_BIO,NA,Biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD_NAT_DEN,NA,Density represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERA_SIZE=SMALL; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD_NAT_PBIO,NA,Percent of total biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD_NAT_PDEN,NA,Percent of total density represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD_NAT_PIND,NA,Percent of native individuals within the suborder Cladocera that are \small\\ (CLADOCERA_SIZE=SMALL; coarse and fine net samples combined) \,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD_PBIO,NA,Percent of total biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD_PDEN,NA,Percent of total density represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD_PIND,NA,Percent of total individuals within the suborder Cladocera that are \small\\ (CLADOCERA_SIZE=SMALL; coarse and fine net samples combined) \,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD300_BIO,NA,Biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD300_NAT_BIO,NA,Biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD300_NAT_PBIO,NA,Percent of biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD300_NAT_PIND,NA,Percent of native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD300_PBIO,NA,Percent of biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMCLAD300_PIND,NA,Percent of small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SODIUM_BATCH_ID,NA,Batch ID from lab for Sodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SODIUM_DATE_ANALYZED,NA,Date of sample analysis for Sodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SODIUM_FLAG,NA,Flag for Sodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SODIUM_HOLDING_TIME,NA,Sample holding time for Sodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SODIUM_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Sodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SODIUM_MDL,NA,Minimum detection limit of analyte for Sodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SODIUM_QA_FLAG,NA,QA flag associated with sample for Sodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SODIUM_RESULT,NA,Analyte value for Sodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SODIUM_RL,NA,Reporting limit for Sodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SODIUM_UNITS,NA,Units for Sodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPECIES,NA,Species of taxon,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
SPWLNIND,NA,Number of sprawler individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPWLNTAX,NA,No. of Sprawlers taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPWLPIND,NA,% Sprawlers individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPWLPTAX,NA,% Sprawlers taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS_BEDROCK,NA,percent cover by bedrock on shore 1-M zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SS_BOULDERS,NA,percent cover by boulders on shore 1-M zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SS_COBBLE,NA,percent cover by cobble on shore 1-M zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SS_GRAVEL,NA,percent cover by gravel on shore 1-M zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SS_ORGANIC,NA,percent cover by organic on shore 1-M zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SS_OTHER,NA,percent cover by other on shore 1-M zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SS_SAND,NA,percent cover by sand on shore 1-M zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SS_SILT,NA,percent cover by silt on shore 1-M zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SS_WOOD,NA,percent cover by woody on shore 1-M zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SS16LDIA,NA,shoreline substrate: 16th percentile of bottom substrate diameter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SS25LDIA,NA,shoreline substrate: 25th percentile of bottom substrate diameter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SS50LDIA,NA,shoreline substrate: 50th percentile of bottom substrate diameter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
