"SAMPLE_TYPE","DATA_COLUMN","LEGAL_VALUES","RANGE_HIGH","RANGE_LOW","UNITS","filename_short","order","DESCRIPTION"
"EVAL","LAKE_ORIGIN","MAN-MADE|NATURAL|UNCERTAIN","NA","NA",NA,"siteinfo",16,"Lake origin based on codes used in NLA 2007:MAN-MADE=includes LAKE-ORIGIN12= MAN_MADE, MAN_MADE_AB, and RESERVOIR; NATURAL=includes LAKE_ORIGIN12=NATURAL and NATURAL_ENH; UNCERTAIN= Includes LAKE_ORIGIN12=UNCERTAIN"
"EVAL","LAKE_ORIGIN12","MAN_MADE|MAN_MADE_AB|NATURAL|NATURAL_ENH|RESERVOIR|UNCERTAIN","NA","NA",NA,"siteinfo",16,"Lake origin as determined during the 2012 site evaluation process, or from the sampling visit: MAN_MADE=Impoundment created by humans with current use for purpose of water storage, wildlife/fishing, and recreation.  Not used for active irrigation or power generation.  Includes lakes that were historically used for other purposes (e.g. mining pit pond, mill pond) but currently not a ‘working” impoundment; MAN_MADE_AB=Lakes have been abandoned from their man-made function for many decades (or a century).  These are still called  man-made but function 'naturally'; NATURAL=Naturally occurring impoundment; NATURAL_ENH=Lake was originally a natural open water shallow lake that has been ‘enhanced’ with flow diversions to form larger/deeper lake to support recreational uses; RESERVOIR=Man-made impoundment for hydropower, flood control, and/or active irrigation storage; UNCERTAIN=Origin could not be determined from either site evaluation or sampling visit"
"EVAL","SITESAMP","Y|N","NA","NA",NA,"siteinfo",16,"Did you sample this site (Y/N)"
"EVAL","STATUS","Target_Sampled|Target_Denied|Target_Inacc|Target_Other|Lake_LT_1ha|Lake_Saline|Lake_Shallow|Lake_Vegetated|Lake-Special_Purpose|Non_Target|Unknown","NA","NA",NA,"siteinfo",16,"Site status based on EVALSTAT and codes used for 2007 NLA, for use in national-scale population estimates: Target_Sampled=TargetSampled; Target_Denied=AccessDenied; Target_Inacc=Inaccessible-Barrier/Safety or Inaccessible-Effort; Target_Other=TargetOther.  Target lakes that wer not sampled.; Lake_LT_1 ha=Nontarget-TooSmall; Lake_Saline=Coastal_Saline; Lake_Shallow=Nontarget-TooShallow; Lake_Vegetated=Nontarget-Vegetated; Lake-Special_Purpose=Nontarget-NoRecAquatUse; Non_Target=Nontarget-Ephemeral or Nontarget-Other; Unknown=Lake was not evaluated or visited.  Generally applicable to additional State-specific sites that can be included in the national assessment."
"EVAL","STATUS_ST","Target_Sampled|Target_Denied|Target_Inacc|Target_Other|Lake_LT_1ha|Lake_Saline|Lake_Shallow|Lake_Vegetated|Lake-Special_Purpose|Non_Target|Unknown|Lake_LT_4_ha|Lake_LT_10_ha|Lake_Tribal","NA","NA",NA,"siteinfo",16,"Site status based on EVALSTAT and codes used for 2007 NLA, for use in State-scale population estimates for MI, MN, OK, UT, and VT: Same code as STATUS_12, plus Lake_LT_4 ha= for MI and MN, lakes &lt; 4 ha were not part of the target population for the State assessment.; Lake_LT_10_ha= For UT, lakes &lt; 10 ha in FS Wilderness Areas were not part of the target population for the State assessment.; Lake_Tribal=For UT, lakes on Tribal land were not part of the target population for the State assessment"
"EVAL","TNT","Target|NonTarget|Target_Presumed|Uncertain|NotNeeded","NA","NA",NA,"siteinfo",16,"NLA target status assigned based on lake evaluation for use in national assessments. Target_Presumed= Assigned to lakes evaluated as target but were not sampled (e.g., access denials or physically inaccessible). Uncertain-Final target status cannot be determined because open water and depth criteria could not be evaluated. NotNeeded=Not needed for national level assessments (includes sites selected as part of individual state-level designs. Blank=represent errors or changes in design file, such as lakes selected &gt; 1 time or lakes whose polygons have been combined with other lakes."
"EVAL","TNT_ST","Same codes as for TNT","NA","NA",NA,"siteinfo",16,"NLA target status assigned based on lake evaluation for use in State-specific assessments"
"EVALVIS","RT_NLA12","R|S|T","NA","NA",NA,"siteinfo",16,"NLA Reference Class Assignment: R=reference; S=intermediate; T=impacted"
"VERIF","DATE_COL",NA,"NA","NA","None","siteinfo",16,"Date of sample collection"
"VERIF","SITE_ID",NA,"NA","NA",NA,"siteinfo",16,"Identification code for site"
"VERIF","VISIT_NO","|1|2","NA","NA",NA,"siteinfo",16,"Sequential number of visit to site"
NA,"UID",NA,"NA","NA",NA,"siteinfo",16,"Unique site visit ID"
NA,"ECO_BIO",NA,"NA","NA",NA,"siteinfo",16,"Bioregions"
NA,"PUBLICATION_DATE",NA,"NA","NA",NA,"siteinfo",16,"Publication Date"
"ZOOP","ZOOP_COND","Good|Fair|Poor|Not Assessed","NA","NA","NONE","zoopcond",17,"Zooplankton MMI condition class"
"DESIGN","AGGR_ECO3_2015","EHIGH|PLNLOW|WMTNS","NA","NA",NA,"zoopcond",17,"NARS 3-level reporting region (2015), based on aggregating AGGR_ECO9_2015 reporting regions"
"DESIGN","AGGR_ECO9_2015","CPL|NAP|NPL|SAP|SPL|TPL|UMW|WMT|XER","NA","NA",NA,"zoopcond",17,"NARS 9-level reporting region (2015), based on aggregated Omernik Level III ecoregions"
"VERIF","DATE_COL",NA,"NA","NA","None","zoopcond",17,"Date of sample collection"
"VERIF","SITE_ID",NA,"NA","NA",NA,"zoopcond",17,"Identification code for site"
"VERIF","VISIT_NO","|1|2","NA","NA",NA,"zoopcond",17,"Sequential number of visit to site"
"ZOOP","ABUN_PT",NA,"10","0","None","zoopcond",17,"Abundance metric score for zooplankton MMI"
"ZOOP","CLAD_PT",NA,"10","0","None","zoopcond",17,"Cladocera metric score for zooplankton MMI"
"ZOOP","COPE_PT",NA,"10","0","None","zoopcond",17,"Copepod metric score for zooplankton MMI"
"ZOOP","MMI_ZOOP_NLA6",NA,"100","0","None","zoopcond",17,"Zooplankton MMI score"
"ZOOP","ROTI_PT",NA,"10","0","None","zoopcond",17,"Rotifer metric score for zooplankton MMI"
"ZOOP","TROP_PT",NA,"10","0","None","zoopcond",17,"Trophic metric score for zooplankton MMI"
NA,"UID",NA,"NA","NA",NA,"zoopcond",17,"Unique site visit ID"
NA,"ECO_BIO",NA,"NA","NA",NA,"zoopcond",17,"Bioregions"
NA,"PUBLICATION_DATE",NA,"NA","NA",NA,"zoopcond",17,"Publication Date"
NA,"RICH_PT",NA,"NA","NA",NA,"zoopcond",17,"Taxa richness metric score"
"DESIGN","AGGR_ECO3_2015","EHIGH|PLNLOW|WMTNS","NA","NA",NA,"zoopmets",18,"NARS 3-level reporting region (2015), based on aggregating AGGR_ECO9_2015 reporting regions"
"DESIGN","AGGR_ECO9_2015","CPL|NAP|NPL|SAP|SPL|TPL|UMW|WMT|XER","NA","NA",NA,"zoopmets",18,"NARS 9-level reporting region (2015), based on aggregated Omernik Level III ecoregions"
"VERIF","DATE_COL",NA,"NA","NA","None","zoopmets",18,"Date of sample collection"
"VERIF","SITE_ID",NA,"NA","NA",NA,"zoopmets",18,"Identification code for site"
"VERIF","VISIT_NO","|1|2","NA","NA",NA,"zoopmets",18,"Sequential number of visit to site"
"ZOOP","ASPLAN300_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct taxa that are within the rotifer family Asplanchnidae in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","BOSM_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density of individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"ZOOP","BOSM_NAT_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of native individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"ZOOP","BOSM_NAT_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density of native individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"ZOOP","BOSM_NAT_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of biomass represented by native individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"ZOOP","BOSM_NAT_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of native individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"ZOOP","BOSM_NAT_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct native taxa within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"ZOOP","BOSM_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of individuals within the cladoceran family Bosminidae (coarse and fine net samples combined)"
"ZOOP","BOSM300_NAT_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of native individuals within the cladoceran family Bosminidae in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","BOSM300_NAT_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of biomass represented by native individuals within the cladoceran family Bosiminidae in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","BOSM300_NAT_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of native individuals within the cladoceran family Bosiminidae in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","BOSM300_NAT_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct native taxa that are within the cladoceran family Bosminidae in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","BOSM300_PIND",NA,"NA","NA",NA,"zoopmets",18,"Biomass of native individuals within the cladoceran family Bosiminidae in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","CALAN_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of individuals within the copepod order Calanoidea (coarse and fine net samples combined)"
"ZOOP","CALAN_DEN",NA,"NA","NA",NA,"zoopmets",18,"Total density of individuals within the copepod order Calanoida (coarse and fine net samples combined)"
"ZOOP","CALAN_NAT_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of native individuals within the copepod order Calanoidea (coarse and fine net samples combined)"
"ZOOP","CALAN_NAT_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct native taxa within the copepod order Calanoida (coarse and fine net samples combined)"
"ZOOP","CALAN_NAT_PDEN",NA,"NA","NA",NA,"zoopmets",18,"Percent of total density represented by native individuals within the copepod order Calanoida (coarse and fine net samples combined)"
"ZOOP","CALAN_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct taxa within the copepod order Calanoida (coarse and fine net samples combined)"
"ZOOP","CALAN_PDEN",NA,"NA","NA",NA,"zoopmets",18,"Percent of total density represented by individuals within the copepod order Calanoida (coarse and fine net samples combined)"
"ZOOP","CALAN_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct taxa that are within the copepod order Calanoida  (coarse and fine net samples combined)"
"ZOOP","CALAN300_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of individuals within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","CALAN300_NAT_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of native individuals within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","CALAN300_NAT_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct native taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","CALAN300_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","CALAN300_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","CLAD_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density of individuals within the suborder Cladocera (coarse and fine net samples combined)"
"ZOOP","CLAD_HERB_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density of herbivorous cladocerans (suborder=CLADOCERA; coarse and fine net samples combined)"
"ZOOP","CLAD_HERB300_BIO",NA,"NA","NA",NA,"zoopmets",18,"Percent biomass of herbivorous cladoceran individuals in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","CLAD_NAT_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density of native individuals within the suborder Cladocera (coarse and fine net samples combined)"
"ZOOP","CLAD_PRED300_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct taxa that are predaceous cladocerans in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","CLAD300_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of individuals within the suborder Cladocera in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","CLAD300_NAT_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of native individuals within the suborder Cladocera in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","COARSE_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) "
"ZOOP","COARSE_NAT_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density represented by individuals of native larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) "
"ZOOP","COARSE_NAT_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of total biomass represented by native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) "
"ZOOP","COARSE_NAT_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct larger-sized native taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) "
"ZOOP","COARSE_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of total biomass represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) "
"ZOOP","COARSE_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) "
"ZOOP","COARSE300_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300-count subsamples (coarse and fine net samples combined) "
"ZOOP","COARSE300_NAT_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300-count subsamples (coarse and fine net samples combined) "
"ZOOP","COARSE300_NAT_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of biomass represented by native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE)  in 300 count subsamples (coarse and fine net samples combined) "
"ZOOP","COARSE300_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of biomass represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300 count subsamples (coarse and fine net samples combined) "
"ZOOP","COLLO_BIO",NA,"NA","NA",NA,"zoopmets",18,"Total biomass of individuals within the rotifer order Collothecaceae (coarse and fine net samples combined)"
"ZOOP","COLLO_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of total biomass within the rotifer order Collothecaceae (coarse and fine net samples combined)"
"ZOOP","COLLO_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of total individuals within the rotifer order Collothecaceae (coarse and fine net samples combined)"
"ZOOP","COLLO300_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass represented by individuals of the rotifer order Collothecaceae in the 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","COLLO300_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of biomass within the rotifer order Collothecaceae in the 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","COPE_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density represented by individuals within the subclass Copepoda (coarse and fine net samples combined)"
"ZOOP","COPE_HERB_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent biomass represented by herbivorous copepods (order=COPEPODA; coarse and fine net samples combined)"
"ZOOP","COPE_HERB_PDEN",NA,"NA","NA",NA,"zoopmets",18,"Percent density represented by herbivorous copepods (order=COPEPODA; coarse and fine net samples combined)"
"ZOOP","COPE_HERB300_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of biomass represented by herbivorous copepods in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","COPE_NAT_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density represented by native individuals within the subclass Copepoda (coarse and fine net samples combined)"
"ZOOP","COPE_NAT_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct native taxa within the subclass Copepoda (coarse and fine net samples combined)"
"ZOOP","COPE_NAT_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of native individuals within the subclass Copepoda (coarse and fine net samples combined) "
"ZOOP","COPE_NAT_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct native taxa withinin the subclass Copepoda (coarse and fine net samples combined)"
"ZOOP","COPE_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct taxa within the subclass Copepoda (coarse and fine net samples combined)"
"ZOOP","COPE_OMNI_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent distinct taxa that are omnivorous copepods (coarse and fine net samples combined)"
"ZOOP","COPE_OMNI300_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of omniivorous copepod individuals in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","COPE_OMNI300_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct taxa represented by omniivorous copepod individuals in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","COPE_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of total individuals within the subclass Copepoda (coarse and fine net samples combined) "
"ZOOP","COPE_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct taxa within the subclass Copepoda (coarse and fine net samples combined)"
"ZOOP","COPE_RATIO_300_BIO",NA,"NA","NA",NA,"zoopmets",18,"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on biomass in 300-count subsamples (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_BIO/(CLAD_BIO+CYCLOPOID_BIO)"
"ZOOP","COPE_RATIO_300_NIND",NA,"NA","NA",NA,"zoopmets",18,"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on number of individuals in 300-count subsamples (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_NIND/(CLAD_NIND+CYCLOPOID_NIND)"
"ZOOP","COPE_RATIO_BIO",NA,"NA","NA",NA,"zoopmets",18,"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on biomass (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_BIO/(CLAD_BIO+CYCLOPOID_BIO)"
"ZOOP","COPE_RATIO_NIND",NA,"NA","NA",NA,"zoopmets",18,"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on number of individuals (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_NIND/(CLAD_NIND+CYCLOPOID_NIND)"
"ZOOP","COPE300_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of individuals within the subclass Copepoda in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","COPE300_NAT_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of native individuals within the subclass Copepoda in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","COPE300_NAT_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of native individuals within the subclass Copepoda in 300-count subsamples (coarse and fine net samples combined) "
"ZOOP","COPE300_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of individuals within the subclassr Copepoda in 300-count subsamples (coarse and fine net samples combined) "
"ZOOP","DAPHNIID_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density of individuals within the family Daphiniidae (coarse and fine net samples combined)"
"ZOOP","DAPHNIID_NAT_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density of native individuals within the family Daphiniidae (coarse and fine net samples combined)"
"ZOOP","DAPHNIID_NAT_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct native taxa within the cladoceran family Daphiniidae (coarse and fine net samples combined)"
"ZOOP","DAPHNIID_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct taxa within the cladoceran family Daphiniidae (coarse and fine net samples combined)"
"ZOOP","DAPHNIID300_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of individuals within the family Daphiniidae in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","DAPHNIID300_NAT_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of native individuals within the family Daphiniidae in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","DAPHNIID300_NAT_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct native taxa within the cladoceran family Daphiniidae in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","DAPHNIID300_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct taxa within the cladoceran family Daphiniidae in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","DOM1_300_COPE_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of biomass in dominant copepod taxon in the 300 count subsamples (coarse and fine net samples combined)"
"ZOOP","DOM1_300_ROT_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of rotifer biomass represented in the dominant rotifer taxon in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","DOM1_300_ROT_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of rotifer individuals in dominant rotifer taxa in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","DOM1_ROT_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of rotifer biomass in dominant rotifer taxon (coarse and fine net samples combined)"
"ZOOP","DOM3_300_ROT_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of rotifer individuals in top 3 Rotifer taxa in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","DOM3_ROT_PDEN",NA,"NA","NA",NA,"zoopmets",18,"Percent of rotifer density in top 3 rotifer taxa (coarse and fine net samples combined)"
"ZOOP","DOM3_ROT_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of rotifer individuals in top 3 Rotifer taxa (coarse and fine net samples combined)"
"ZOOP","DOM5_300_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of rotifer biomass represent in top 5 rotifer taxa in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","DOM5_300_ROT_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of rotifer individuals in top 5 Rotifer taxa in 300-count subsampless (coarse and fine net samples combined)"
"ZOOP","DOM5_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of total biomas represent in top 5 taxa (coarse and fine net samples combined)"
"ZOOP","DOM5_ROT_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of rotifer biomass represented in top 5 rotifer taxa (coarse and fine net samples combined)"
"ZOOP","DOM5_ROT_PDEN",NA,"NA","NA",NA,"zoopmets",18,"Percent of density in top 5 rotifer taxa (coarse and fine net samples combined)"
"ZOOP","DOM5_ROT_PIND",NA,"NA","NA",NA,"zoopmets",18,"Percent of rotifer individuals in top 5 Rotifer taxa (coarse and fine net samples combined)"
"ZOOP","FAM_NAT_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of families represented by distinct native taxa (coarse and fine net samples combined)"
"ZOOP","FAM_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of families represented by distinct taxa (coarse and fine net samples combined)"
"ZOOP","FAM300_NAT_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of native families represented in 300 count subsamples (coarse and fine net samples combined) "
"ZOOP","FAM300_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of families represented in 300 count subsamples (coarse and fine net samples combined) "
"ZOOP","FINE_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined) "
"ZOOP","FINE_NAT_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct smaller-sized native taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"ZOOP","FINE_NAT_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of biomass represented by native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"ZOOP","FINE_NAT_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct native smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"ZOOP","FINE_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"ZOOP","FINE_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of biomass represented by individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"ZOOP","FINE_PTAX",NA,"NA","NA",NA,"zoopmets",18,"Percent of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"
"ZOOP","FINE300_NAT_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of biomass represented in native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsample (coarse and fine mesh samples combined)"
"ZOOP","FINE300_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent of biomass represented in individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsample (coarse and fine mesh samples combined)"
"ZOOP","FLOS_DEN",NA,"NA","NA",NA,"zoopmets",18,"Density of individuals within the rotifer order Flosculariaceae (coarse and fine net samples combined)"
"ZOOP","GEN_NAT_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of genera represented by distinct native taxa (coarse and fine net samples combined)"
"ZOOP","GEN_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of genera represented by distinct taxa (coarse and fine net samples combined)"
"ZOOP","GEN300_NAT_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of native genera represented in 300 count subsamples (coarse and fine net samples combined) "
"ZOOP","GEN300_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of genera represented in 300 count subsamples (coarse and fine net samples combined) "
"ZOOP","HERB_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct herbivore taxa (coarse and fine net samples combined)"
"ZOOP","HERB300_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass of herbivorous individuals in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","HERB300_NTAX",NA,"NA","NA",NA,"zoopmets",18,"Number of distinct taxa that are herbivores in 300 count subsamples (coarse and fine net samples combined)"
"ZOOP","HERB300_PBIO",NA,"NA","NA",NA,"zoopmets",18,"Percent biomass represented by herbivorous individuals in 300-count subsamples (coarse and fine net samples combined)"
"ZOOP","HPRIME_CLAD",NA,"NA","NA",NA,"zoopmets",18,"Shannon Diversity based on the number of cladoceran individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."
"ZOOP","HPRIME_ROT",NA,"NA","NA",NA,"zoopmets",18,"Shannon Diversity based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."
"ZOOP","HPRIME_ROT300",NA,"NA","NA",NA,"zoopmets",18,"Shannon Diversity based on the number of rotifer individuals in 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."
"ZOOP","LGCLAD_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass represented by large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)"
"ZOOP","LGCLAD_NAT_BIO",NA,"NA","NA",NA,"zoopmets",18,"Biomass represented by native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)"
