PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,SAMPLE_TYPE,FORM_TYPE,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_SCORE,AGR_STRING,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,FLAG_ASSESS,FLIGHT_HAZARDS,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,IND_SCORE,IND_STRING,LAKE_LEVEL,LEVEL_CHANGE_M,LEVEL_CHANGES,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_SCORE,MAN_STRING,MAN_TREATMENT,MBOAT_DENSITY,OUTLET_DAMS,PHOTOGRAPHS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_SCORE,REC_STRING,REC_TRAILS,REC_TRASH,RECREATIONAL_ACTIVITY,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SCORE,RES_SEWAGE,RES_STRING,REVIEWED_BY_INITIAL,STUDYNAME,SWIMMABILITY,TROPHIC_STATE
8/23/2016,7912,NLA12_MO-110,13-Aug-12,1,MO,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,YES,RESERVOIR,,,,,,,,,0,,,,,SPARSE,0-05,0-05,,,,,,,0,,,RESTRICTED,ARTIFICIAL,,4,0-05,0-05,25-May,25-75,25-May,0-05,25-May,0-05,,,L,,,2,LL,,L,,EXCELLENT,,,,L,,L,L,3,,LLL,,,GOOD,MESOTROPHIC
8/23/2016,7913,NLA12_ID-112,14-Aug-12,2,ID,ASSESS,eForms,,,L,,L,,2,LL,,3,GOOD,,,SEEPAGE,,,,,,,,,0,,ZERO,,,MODERATE,25-75,25-75,L,,,,,,1,L,,BANNED,NONE,,3,,0-05,,25-75,25-May,0-05,0-05,0-05,,,,,,2,LL,L,L,,FAIR,,,,,,,L,1,,L,CW,NLA,FAIR,EUTROPHIC
8/23/2016,7914,NLA12_IN-101,13-Aug-12,2,IN,ASSESS,ASSESSMENT,L,,,,,,1,L,,4,EXCELLENT,,,SEEPAGE,,,,,,,,,0,,YES,0.3,0.3,HIGH,25-75,25-75,,,,,,,0,,,BANNED,NATURAL,,4,,0-05,0-05,25-75,0-05,0-05,25-May,75-100,,,,,,0,,,,,FAIR,,,,L,,L,L,3,,LLL,,,FAIR,EUTROPHIC
8/23/2016,7915,NLA12_WA-109,14-Aug-12,1,WA,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,,SEEPAGE,,,,,,,,,0,,,,,SPARSE,0-05,0-05,,,,,,,0,,,BANNED,ARTIFICIAL,,3,0-05,0-05,25-May,25-75,25-May,0-05,25-May,0-05,,,,L,M,7,LMM,M,,,GOOD,,,,M,,M,M,9,,MMM,,,GOOD,MESOTROPHIC
8/23/2016,7916,NLA12_CA-103,13-Aug-12,1,CA,ASSESS,ASSESSMENT,,,,,,,0,,,4,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,,,,ABSENT,0-05,0-05,L,,,,,,1,L,,LOW,ARTIFICIAL,,5,0-05,25-75,0-05,75-100,25-May,0-05,25-75,0-05,L,,M,M,,10,LMMM,M,,,GOOD,L,,,,,,M,4,,LM,,,GOOD,OLIGOTROPHIC
8/23/2016,7917,NLA12_ME-102,13-Aug-12,1,ME,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,SPARSE,0-05,0-05,,,,,,,0,,,LOW,NONE,,4,0-05,0-05,0-05,75-100,0-05,0-05,25-May,0-05,,,,L,L,2,LL,,,,EXCELLENT,,,,L,,L,,2,,LL,,,GOOD,MESOTROPHIC
8/23/2016,7918,NLA12_OR-109,13-Aug-12,1,OR,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,SEEPAGE,,M,,,,,,,3,M,ZERO,,,SPARSE,0-05,0-05,L,,L,,,,2,LL,,BANNED,NONE,,4,,0-05,,75-100,0-05,0-05,25-75,0-05,,,M,L,,8,MLML,M,L,,EXCELLENT,,,,,,,L,1,,L,,NLA,GOOD,OLIGOTROPHIC
8/23/2016,7920,NLA12_IN-149,14-Aug-12,1,IN,ASSESS,ASSESSMENT,,,,,,,0,,,3,GOOD,,,DRAINAGE,,,,,,,,,0,,,,,HIGH,25-May,25-75,,,,,,,0,,,HIGH,NONE,,3,,,25-75,25-May,0-05,25-75,0-05,0-05,,M,,,,3,M,,,,GOOD,M,,,H,,H,M,16,,MHHM,,,FAIR,EUTROPHIC
8/23/2016,7921,NLA12_IN-179,14-Aug-12,1,IN,ASSESS,ASSESSMENT,,,,,,,0,,,2,POOR,,,RESERVOIR,,,,,,,,,0,,,,,SPARSE,,,,,,,,,0,,,BANNED,NONE,,2,,0-05,0-05,25-75,25-May,0-05,25-May,25-May,,,,,,1,L,,L,,FAIR,,,,M,,L,,4,,ML,,,GOOD,OLIGOTROPHIC
8/23/2016,7922,NLA12_IN-187,14-Aug-12,1,IN,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,,DRAINAGE,,,,,,,,,0,,YES,0.5,0.5,MODERATE,25-May,25-75,,,,,,,0,,,LOW,NATURAL,,4,25-May,25-May,25-75,0-05,25-75,25-May,0-05,25-75,,,,,,0,,,,,GOOD,L,L,,M,,M,L,9,,LLMML,,,GOOD,EUTROPHIC
8/23/2016,7923,NLA12_ME-116,14-Aug-12,1,ME,ASSESS,ASSESSMENT,,,,,,,0,,,4,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,SPARSE,0-05,0-05,,,,,,,0,,,,NONE,,4,0-05,0-05,0-05,75-100,0-05,0-05,75-100,25-May,,,,L,,3,LLL,L,L,,FAIR,,,,,,,,0,,,,,FAIR,MESOTROPHIC
8/23/2016,7924,NLA12_MN-152,14-Aug-12,1,MN,ASSESS,ASSESSMENT,,,,,,,0,,,2,FAIR,,,SEEPAGE,,,,,,,,,0,,,,,SPARSE,25-May,0-05,,,,,,,0,,,LOW,NONE,,2,0-05,0-05,0-05,0-05,75-100,0-05,25-75,25-May,,,,,,0,,,,,POOR,,,,,,,L,1,,L,,,FAIR,EUTROPHIC
8/23/2016,7925,NLA12_MT-140,14-Aug-12,1,MT,ASSESS,ASSESSMENT,,,,,,,0,,,4,EXCELLENT,,,DRAINAGE,,L,,L,,,,,2,LL,YES,3,3,ABSENT,,,L,,L,,,,2,LL,,BANNED,ARTIFICIAL,,5,,25-May,,75-100,25-May,25-May,25-May,0-05,,,,L,,2,LL,L,,,GOOD,,,,,,,,0,,,,,GOOD,OLIGOTROPHIC
8/23/2016,7926,NLA12_NE-125,14-Aug-12,1,NE,ASSESS,ASSESSMENT,,,M,,H,,8,MH,,2,FAIR,,,DRAINAGE,,,,,,,,,0,,YES,0.5,0.5,MODERATE,75-100,25-May,,,,L,,,1,L,,,NONE,,3,,0-05,,,0-05,,,,,,,,,0,,,,,POOR,,,,,,,,0,,,,,UNSWIMMABLE,MESOTROPHIC
8/23/2016,7927,NLA12_SC-102,14-Aug-12,1,SC,ASSESS,ASSESSMENT,,,,,,,0,,,2,FAIR,,,SEEPAGE,,H,,H,,,,,10,HH,,,,HIGH,75-100,75-100,,,,,,,0,,,RESTRICTED,NONE,,2,,,,75-100,25-May,0-05,,25-75,,,,,,0,,,,,POOR,,,,,,,,0,,,,,UNSWIMMABLE,EUTROPHIC
8/23/2016,7932,NLA12_WY-R04,14-Aug-12,1,WY,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,,SEEPAGE,,,,,,,,,0,,YES,1,1,HIGH,25-75,25-75,,,,,,,0,,,BANNED,NONE,,5,,0-05,0-05,75-100,25-May,,0-05,0-05,,,,,,0,,,,,EXCELLENT,,,,,,,,0,,,,,GOOD,EUTROPHIC
8/23/2016,7933,NLA12_IL-112,15-Aug-12,1,IL,ASSESS,ASSESSMENT,,,,,,,0,,,3,FAIR,,,DRAINAGE,,,,,,,,,0,,YES,0.4,0.4,ABSENT,0-05,0-05,L,,,,,M,4,LM,,LOW,ARTIFICIAL,,2,0-05,25-May,25-75,25-75,25-75,25-May,25-May,0-05,,,,,,0,,,,,FAIR,,,,H,,M,L,9,,HML,,,FAIR,OLIGOTROPHIC
8/23/2016,7937,NLA12_CA-111,14-Aug-12,2,CA,ASSESS,ASSESSMENT,,,,,L,,1,L,,4,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,0-05,25-75,L,,,,,,1,L,,HIGH,ARTIFICIAL,,4,0-05,25-75,25-75,75-100,75-100,25-May,25-75,0-05,,,,,,1,L,,L,,GOOD,,,,M,,H,H,13,,MHH,,,FAIR,EUTROPHIC
8/23/2016,7940,NLA12_SD-115,14-Aug-12,2,SD,ASSESS,ASSESSMENT,M,,,,L,,4,ML,,2,GOOD,,,SEEPAGE,,,,,,,,,0,,,,,ABSENT,0-05,0-05,L,,,L,,,2,LL,,LOW,NONE,,3,0-05,0-05,0-05,25-75,25-May,0-05,25-May,25-May,,,,,,0,,,,,FAIR,,,,L,,L,L,3,,LLL,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,7941,NLA12_ME-R07,14-Aug-12,1,ME,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,MODERATE,0-05,25-May,,,,,,,0,,,,NONE,,5,,,,75-100,,0-05,25-May,0-05,,,,,,0,,,,,EXCELLENT,,,,,,,,0,,,HS,NLA,GOOD,OLIGOTROPHIC
8/23/2016,7942,NLA12_MN-112,14-Aug-12,1,MN,ASSESS,ASSESSMENT,L,,,,,,1,L,,2,GOOD,,,DRAINAGE,,,,,,L,,,1,L,YES,0.1,0.1,SPARSE,25-May,0-05,,,,,,,0,,,LOW,ARTIFICIAL,,4,25-May,0-05,0-05,25-May,25-May,0-05,25-May,75-100,,,,,,1,L,,L,,POOR,L,,L,L,,L,L,5,,LLLLL,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,7943,NLA12_WI-161,14-Aug-12,1,WI,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,ZERO,,,HIGH,75-100,25-May,,,,,,,0,,,LOW,NONE,,5,,0-05,0-05,25-75,0-05,0-05,25-May,25-75,,,,,,0,,,,,EXCELLENT,L,,,M,,M,L,8,,LMML,CC,NLA,GOOD,EUTROPHIC
8/23/2016,7945,NLA12_MN-135,14-Aug-12,1,MN,ASSESS,ASSESSMENT,M,,,,,,3,M,,2,FAIR,,YES,SEEPAGE,,,,,,,,,0,,,,,HIGH,25-75,75-100,,,,,,,0,,,LOW,NONE,,3,25-75,0-05,0-05,25-75,25-75,0-05,25-May,25-May,,,,,,0,,,,,POOR,,,,,,,L,1,,L,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,7949,NLA12_OR-128,14-Aug-12,1,OR,ASSESS,eForms,,,,,,,0,,,4,FAIR,,,DRAINAGE,,,,,,,,,0,,ZERO,,,SPARSE,0-05,0-05,M,,M,,,,6,MM,,LOW,ARTIFICIAL,,3,,25-May,25-May,75-100,0-05,25-May,25-75,0-05,,L,L,,M,6,LLML,,L,,GOOD,,,,,,L,L,3,L,LLL,,NLA,FAIR,EUTROPHIC
8/23/2016,7953,NLA12_CT-108,15-Aug-12,1,CT,ASSESS,ASSESSMENT,,,,,M,,3,M,,4,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,25-May,25-75,M,,,L,,,4,ML,,BANNED,ARTIFICIAL,,3,0-05,0-05,25-75,25-May,25-May,25-75,25-75,25-May,,,L,,,1,L,,,,GOOD,,L,,M,,M,M,10,,LMMM,,,GOOD,EUTROPHIC
8/23/2016,7954,NLA12_NY-0104,15-Aug-12,2,NY,ASSESS,ASSESSMENT,,,,,,,0,,,2,GOOD,,,DRAINAGE,,,,,,,,,0,,,,,HIGH,75-100,75-100,,,,,,,0,,,LOW,NONE,,3,0-05,0-05,0-05,25-May,0-05,0-05,0-05,75-100,,,,L,,2,LL,,L,,FAIR,L,,L,L,L,L,L,6,,LLLLLL,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,7955,NLA12_MD-104,15-Aug-12,1,MD,ASSESS,ASSESSMENT,,,,,,,0,,,2,POOR,,,DRAINAGE,M,,L,,,,,,4,ML,,,,ABSENT,,,L,,L,,,,2,LL,,LOW,ARTIFICIAL,,2,0-05,25-May,25-75,0-05,25-May,25-May,0-05,0-05,H,,,,,8,HM,,M,,FAIR,,,,L,M,M,,7,,LMM,,,UNSWIMMABLE,EUTROPHIC
8/23/2016,7956,NLA12_WA-133,15-Aug-12,1,WA,ASSESS,ASSESSMENT,,,,,L,,1,L,,4,GOOD,,,SEEPAGE,,,,,,,,,0,,,,,HIGH,25-May,25-75,,,,,,,0,,,LOW,NONE,,3,0-05,0-05,0-05,25-May,25-75,0-05,25-75,25-May,,,,,,1,L,,L,,GOOD,,L,,L,,L,L,4,,LLLL,,,GOOD,MESOTROPHIC
8/23/2016,7957,NLA12_CO-130,15-Aug-12,1,CO,ASSESS,ASSESSMENT,,,,,,,0,,,4,,,,DRAINAGE,,,,,,,,,0,,,,,SPARSE,0-05,25-May,L,,,,,,1,L,,BANNED,NATURAL,,5,0-05,0-05,0-05,25-75,25-75,0-05,25-75,25-May,,,,H,,6,HL,L,,,EXCELLENT,,,,,,,,0,,,,,FAIR,MESOTROPHIC
8/23/2016,7958,NLA12_UT-126,14-Aug-12,1,UT,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,YES,DRAINAGE,,,,,,,,,0,,,,,HIGH,25-May,75-100,L,,L,,,,2,LL,,BANNED,NATURAL,,5,,0-05,,25-75,25-75,,25-May,0-05,,,,L,,3,LLL,L,L,,EXCELLENT,,,,,,,,0,,,,,GOOD,MESOTROPHIC
8/23/2016,7959,NLA12_OK-107,14-Aug-12,1,OK,ASSESS,ASSESSMENT,,,,,,,0,,,5,GOOD,,,RESERVOIR,,,,,,,,,0,,,2,2,ABSENT,0-05,0-05,M,,,M,,,6,MM,,LOW,ARTIFICIAL,,4,0-05,0-05,25-75,25-75,25-May,25-75,25-May,0-05,,M,M,M,L,11,MMMLL,,L,,EXCELLENT,,,,L,,M,M,7,,LMM,,,GOOD,MESOTROPHIC
8/23/2016,7960,NLA12_NE-121,15-Aug-12,1,NE,ASSESS,ASSESSMENT,,,,,L,,1,L,,4,GOOD,,,SEEPAGE,,,,,,,,,0,,,,,SPARSE,25-May,25-May,,,,,,,0,,,BANNED,NONE,,4,,0-05,,,75-100,,25-May,25-75,,,,,,1,L,L,,,GOOD,,,,,,,,0,,,,,UNSWIMMABLE,EUTROPHIC
8/23/2016,7963,NLA12_VA-127,15-Aug-12,1,VA,ASSESS,ASSESSMENT,M,,,,,,3,M,,3,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,25-May,25-75,M,,L,,,,7,MLM,M,BANNED,ARTIFICIAL,,3,0-05,0-05,25-75,25-75,25-75,25-May,0-05,0-05,,,,,,0,,,,,GOOD,L,M,,M,,M,M,13,,LMMMM,,,FAIR,MESOTROPHIC
8/23/2016,7964,NLA12_VA-130,15-Aug-12,1,VA,ASSESS,ASSESSMENT,,,,,L,,1,L,,5,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,25-75,25-75,L,,L,,,,2,LL,,BANNED,ARTIFICIAL,,5,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,,,,,,0,,,,,EXCELLENT,,,,L,,L,L,3,,LLL,,,GOOD,OLIGOTROPHIC
8/23/2016,7971,NLA12_MN-114,15-Aug-12,1,MN,ASSESS,ASSESSMENT,M,,,,,,3,M,,1,FAIR,,,SEEPAGE,,,,,,,,,0,,YES,0.3,0.3,MODERATE,0-05,25-May,,,,,,,0,,,LOW,NONE,,2,25-May,0-05,25-May,75-100,0-05,0-05,0-05,25-May,,,,,L,1,L,,,,POOR,,,,L,,L,,2,,LL,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,7972,NLA12_DE-103,15-Aug-12,1,DE,ASSESS,ASSESSMENT,,,,,,,0,,,4,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,25-May,25-75,M,,,,,,3,M,,LOW,ARTIFICIAL,,4,0-05,0-05,0-05,75-100,0-05,0-05,25-May,25-May,L,,,,,2,LL,,L,,EXCELLENT,,,,L,,L,L,3,,LLL,,,FAIR,EUTROPHIC
8/23/2016,7973,NLA12_IL-116,16-Aug-12,1,IL,ASSESS,ASSESSMENT,,,,,,,0,,,2,POOR,,,SEEPAGE,,,,L,H,,,,6,LH,YES,0.7,0.7,ABSENT,,,,,,,,,0,,,LOW,NONE,,2,,25-May,,75-100,0-05,,75-100,0-05,L,,,,,1,L,,,,POOR,,,,L,,L,,2,,LL,,,UNSWIMMABLE,OLIGOTROPHIC
8/23/2016,7974,NLA12_MO-108,15-Aug-12,2,MO,ASSESS,ASSESSMENT,,,,,,,0,,,3,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,,,,HIGH,0-05,75-100,,,,,,,0,,,LOW,ARTIFICIAL,,3,,0-05,25-May,25-May,25-75,25-75,25-May,,L,,,,,2,LL,,L,,FAIR,,,,H,,H,L,11,,HHL,,,GOOD,EUTROPHIC
8/23/2016,7982,NLA12_PA-113,15-Aug-12,1,PA,ASSESS,eForms,,,,,,,0,,,4,FAIR,,,DRAINAGE,L,,,,,,,,1,L,,,,HIGH,0-05,25-75,H,,,,,H,11,HHL,L,HIGH,NATURAL,,1,25-May,0-05,75-100,25-May,25-75,75-100,25-May,25-May,,M,L,,,4,ML,,,,EXCELLENT,,L,,H,,H,H,16,,LHHH,BFL,NLA,GOOD,MESOTROPHIC
8/23/2016,7983,NLA12_MD-105,16-Aug-12,2,MD,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,,DRAINAGE,L,,,,,,,,1,L,,,,SPARSE,25-May,,L,,L,,,L,4,LLLL,L,LOW,ARTIFICIAL,,3,,,25-75,25-May,25-May,0-05,25-May,25-May,L,,,,,2,LL,,L,,GOOD,L,,,L,L,H,L,9,,LLLHL,,,GOOD,MESOTROPHIC
8/23/2016,7984,NLA12_IN-185,16-Aug-12,1,IN,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,MODERATE,0-05,25-May,,,,,,,0,,,RESTRICTED,NONE,,5,,,,25-75,25-75,,25-75,25-May,,,L,,,1,L,,,,GOOD,,,,L,,L,,2,,LL,,,GOOD,EUTROPHIC
8/23/2016,7988,NLA12_CA-135,15-Aug-12,1,CA,ASSESS,ASSESSMENT,,,,,,,0,,,4,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,,,,SPARSE,0-05,0-05,M,,,,,,3,M,,LOW,ARTIFICIAL,,5,0-05,25-75,0-05,75-100,25-May,25-May,25-75,0-05,,L,,M,L,5,LML,,,,GOOD,,,,,,,,0,,,,,FAIR,OLIGOTROPHIC
8/23/2016,7989,NLA12_CA-123,15-Aug-12,1,CA,ASSESS,ASSESSMENT,,,,,,,0,,,4,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,,,,SPARSE,0-05,25-May,,,,L,,,1,L,,LOW,ARTIFICIAL,,5,0-05,25-75,0-05,75-100,25-75,25-May,25-75,0-05,,,,L,,4,LM,M,,,GOOD,,,,,,,L,1,,L,,,GOOD,OLIGOTROPHIC
8/23/2016,7990,NLA12_SD-101,16-Aug-12,2,SD,ASSESS,ASSESSMENT,L,,M,,H,,9,LMH,,5,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,,,,ABSENT,0-05,0-05,H,,,L,,,6,HL,,HIGH,ARTIFICIAL,,4,25-May,25-May,0-05,25-May,75-100,25-May,25-75,25-May,,,M,,,3,M,,,,EXCELLENT,,L,,M,,L,M,8,,LMLM,,,GOOD,MESOTROPHIC
8/23/2016,7993,NLA12_GA-112,15-Aug-12,2,GA,ASSESS,ASSESSMENT,,,,,,,0,,,3,GOOD,,,RESERVOIR,,,,,,,,,0,,YES,0.2,0.2,SPARSE,0-05,25-May,L,,,L,,,2,LL,,RESTRICTED,ARTIFICIAL,,3,0-05,0-05,25-May,25-May,25-75,0-05,25-May,0-05,L,,,,,2,LL,,L,,GOOD,,,,H,L,M,L,10,,HLML,,,FAIR,MESOTROPHIC
8/23/2016,7994,NLA12_TX-128,16-Aug-12,1,TX,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,,RESERVOIR,,,,,,,,,0,,YES,1,1,MODERATE,25-75,25-75,L,,,,,,1,L,,RESTRICTED,ARTIFICIAL,,4,,25-May,0-05,25-75,25-75,0-05,25-75,,,,,,,0,,,,,EXCELLENT,,,,,,,,0,,,,,GOOD,MESOTROPHIC
8/23/2016,7995,NLA12_OR-144,15-Aug-12,1,OR,ASSESS,eForms,,,,,,,0,,,5,GOOD,,,SEEPAGE,,L,,,,,,,1,L,ELEVATION CHANGE,0.5,0.5,SPARSE,0-05,25-May,,,,L,,,1,L,,RESTRICTED,NONE,,5,0-05,0-05,0-05,25-75,25-75,0-05,0-05,0-05,,,,,,0,,,,,FAIR,,,,,,,,0,,,SH,NLA,GOOD,MESOTROPHIC
8/23/2016,7996,NLA12_UT-159,15-Aug-12,1,UT,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,,SEEPAGE,,,,,,,,,0,,,,,HIGH,25-May,75-100,L,,L,,,,2,LL,,,NONE,,4,,,,75-100,25-75,,0-05,0-05,,,,L,,2,LL,L,,,GOOD,,,,,,,,0,,,,,GOOD,MESOTROPHIC
8/23/2016,7998,NLA12_UT-147,14-Aug-12,1,UT,ASSESS,ASSESSMENT,,,L,,,,1,L,,5,GOOD,,,DRAINAGE,,,,,,,,,0,,YES,0.5,0.5,HIGH,25-75,25-75,,,,,,,0,,,,NONE,,4,,,,75-100,75-100,,0-05,,,,,L,,3,LLL,L,L,,GOOD,,,,,,,,0,,,,,GOOD,MESOTROPHIC
8/23/2016,8000,NLA12_SC-127,15-Aug-12,1,SC,ASSESS,ASSESSMENT,,,,,,,0,,,2,GOOD,,,SEEPAGE,,,,,,,,,0,,YES,1.5,1.5,MODERATE,,75-100,L,,,M,,,4,LM,,RESTRICTED,NONE,,2,,25-May,25-75,25-75,25-May,0-05,0-05,0-05,,,,,,0,,,,,FAIR,,,,M,,M,M,9,,MMM,,,FAIR,EUTROPHIC
8/23/2016,8007,NLA12_WY-R01,16-Aug-12,1,WY,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,YES,0.5,0.5,SPARSE,0-05,0-05,,,,,,,0,,,LOW,NONE,,5,,0-05,,75-100,0-05,,0-05,0-05,,,,L,,4,LM,M,,,EXCELLENT,,,,,,,,0,,,,,GOOD,OLIGOTROPHIC
8/23/2016,8008,NLA12_MT-144,16-Aug-12,1,MT,ASSESS,ASSESSMENT,,,M,,H,,11,MHM,M,2,FAIR,,,RESERVOIR,,,,,,,,,0,,YES,4,4,MODERATE,,25-75,L,,L,,,,2,LL,,LOW,ARTIFICIAL,,2,,,,,75-100,0-05,0-05,,L,,,,,2,LL,,L,,FAIR,,,,,,,L,1,,L,,,FAIR,EUTROPHIC
8/23/2016,8010,NLA12_SD-143,16-Aug-12,1,SD,ASSESS,ASSESSMENT,H,,L,,L,,7,HLL,,1,POOR,,,RESERVOIR,,,,,,,,,0,,,,,HIGH,25-75,25-75,,,,,,,0,,,LOW,ARTIFICIAL,,4,0-05,0-05,0-05,0-05,25-75,0-05,0-05,25-75,,,M,,,3,M,,,,POOR,L,,,L,,,L,3,,LLL,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,8011,NLA12_SC-104,16-Aug-12,2,SC,ASSESS,ASSESSMENT,,,L,,L,,2,LL,,3,GOOD,,,SEEPAGE,,,,M,,,,,3,M,YES,1,1,MODERATE,25-75,25-May,L,,,M,,,4,LM,,RESTRICTED,ARTIFICIAL,,3,,,,25-75,25-May,0-05,25-May,0-05,,,,,,0,,,,,GOOD,,,,L,,L,L,3,,LLL,,,FAIR,EUTROPHIC
8/23/2016,8012,NLA12_IN-103,15-Aug-12,1,IN,ASSESS,ASSESSMENT,H,,M,,M,,11,HMM,,4,GOOD,,,DRAINAGE,,,,,,,,,0,,,,,SPARSE,0-05,25-May,,,,,,,0,,,LOW,NONE,,3,0-05,,25-75,25-May,,25-75,,0-05,L,,,,,1,L,,,,GOOD,,,,H,,H,M,13,,HHM,,,GOOD,EUTROPHIC
8/23/2016,8013,NLA12_ME-129,17-Aug-12,1,ME,ASSESS,ASSESSMENT,,,,,,,0,,,4,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,MODERATE,25-75,25-75,,,,,,,0,,,LOW,NONE,,4,,0-05,0-05,75-100,0-05,0-05,25-75,0-05,,,,,,0,,,,,FAIR,,,,,,L,L,2,,LL,,,FAIR,MESOTROPHIC
8/23/2016,8014,NLA12_IN-163,17-Aug-12,1,IN,ASSESS,ASSESSMENT,,,,,,,0,,,3,FAIR,,,RESERVOIR,,,,,,,,,0,,,,,ABSENT,,,,,,,,,0,,,LOW,ARTIFICIAL,,2,,,25-75,25-75,0-05,25-75,0-05,0-05,,M,,,,3,M,,,,GOOD,M,L,,M,,M,M,13,,MLMMM,,,FAIR,EUTROPHIC
8/23/2016,8015,NLA12_ME-118,15-Aug-12,1,ME,ASSESS,ASSESSMENT,L,,,,L,,2,LL,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,SPARSE,0-05,0-05,,,,,,,0,,,LOW,NONE,,5,0-05,,0-05,75-100,0-05,0-05,25-May,25-May,,,,,,0,,,,,FAIR,,,,,,L,L,2,,LL,,,GOOD,MESOTROPHIC
8/23/2016,8016,NLA12_AZ-145,14-Aug-12,1,AZ,ASSESS,ASSESSMENT,,,M,,M,,7,MML,L,2,FAIR,,,RESERVOIR,L,H,,L,,,,,7,LHL,YES,1,1,HIGH,25-May,0-05,L,,M,L,,M,8,LMLM,,LOW,ARTIFICIAL,,2,0-05,0-05,0-05,0-05,75-100,0-05,0-05,25-75,,L,L,M,L,7,LLMLL,,L,,FAIR,,L,,,L,L,M,7,L,LLLML,,,FAIR,EUTROPHIC
8/23/2016,8021,NLA12_AR-101,17-Aug-12,2,AR,ASSESS,ASSESSMENT,,,,,,,0,,,3,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,25-May,,M,,,,,,3,M,,LOW,ARTIFICIAL,,3,,,0-05,25-75,25-May,0-05,,,,L,L,,,3,LLL,L,,,GOOD,L,,,L,,L,,3,,LLL,,,FAIR,EUTROPHIC
8/23/2016,8022,NLA12_AR-105,16-Aug-12,2,AR,ASSESS,ASSESSMENT,,,,,,,0,,,3,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,SPARSE,,0-05,L,,,,,,1,L,,RESTRICTED,ARTIFICIAL,,3,,25-May,,0-05,25-75,,25-75,,,,L,L,,3,LLL,L,,,GOOD,,,,,,,,0,,,,,FAIR,EUTROPHIC
