"UID","SITE_ID","YEAR","VISIT_NO","DATE_COL","ECO_BIO","AGGR_ECO3_2015","AGGR_ECO9_2015","BENT_COND","MMI_BENT_NLA12","COMP_PT","DIVS_PT","FEED_PT","HABT_PT","RICH_PT","TOLR_PT","TOTLNIND","PUBLICATION_DATE"
2008027,"NLA06608-0859",2007,1,"7/5/2007","PLAINS","PLNLOW","TPL","Good",45.5,2.88,5.23,10,5.36,3,0.85,300,"8/23/2016"
2008028,"NLA06608-0860",2007,1,"7/19/2007","PLAINS","PLNLOW","TPL","Poor",19.4,0.21,1.77,2.94,3.51,3,0.23,224,"8/23/2016"
2008029,"NLA06608-0860",2007,2,"8/21/2007","PLAINS","PLNLOW","TPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,52,"8/23/2016"
2008030,"NLA06608-0862",2007,1,"8/8/2007","UMW","PLNLOW","UMW","Good",80.7,8.05,10,8.68,8.18,6.67,6.86,300,"8/23/2016"
2008031,"NLA06608-0863",2007,1,"7/2/2007","EHIGH","EHIGH","SAP","Poor",26.6,4.71,4.57,4.74,1.11,0.83,0,300,"8/23/2016"
2008032,"NLA06608-0864",2007,1,"6/25/2007","PLAINS","PLNLOW","SPL","Poor",19.2,1.42,0.15,1.18,5.61,3,0.17,300,"8/23/2016"
2008033,"NLA06608-0865",2007,1,"9/12/2007","CPL","PLNLOW","CPL","Poor",23,2.15,1.2,1.18,0,1.43,7.82,300,"8/23/2016"
2008034,"NLA06608-0868",2007,1,"8/18/2007","PLAINS","PLNLOW","TPL","Fair",41.3,2.7,2.81,5.88,1.62,6,5.76,300,"8/23/2016"
2008035,"NLA06608-0869",2007,1,"8/9/2007","EHIGH","EHIGH","NAP","Fair",46.2,3.59,9.33,5.79,4.44,3.33,1.25,300,"8/23/2016"
2008036,"NLA06608-0870",2007,1,"8/9/2007","WMTNS","WMTNS","WMT","Fair",47.6,3.46,7.7,6,4.29,2.86,4.24,130,"8/23/2016"
2008037,"NLA06608-0871",2007,1,"7/12/2007","PLAINS","PLNLOW","TPL","Poor",22.5,3.27,3.48,4.71,1.07,1,0,250,"8/23/2016"
2008038,"NLA06608-0872",2007,1,"6/21/2007","PLAINS","PLNLOW","SPL","Fair",36.9,1.67,3.17,7.06,7.62,1,1.6,286,"8/23/2016"
2008039,"NLA06608-0873",2007,1,"6/20/2007","WMTNS","WMTNS","WMT","Not Assessed",NA,NA,NA,NA,NA,NA,NA,56,"8/23/2016"
2008040,"NLA06608-0874",2007,1,"8/30/2007","UMW","PLNLOW","UMW","Fair",54.1,5.58,6.14,8.54,4.55,6.67,1.01,300,"8/23/2016"
2008041,"NLA06608-0875",2007,1,"9/14/2007","UMW","PLNLOW","UMW","Good",67.1,5.38,10,2.5,10,6.67,5.72,300,"8/23/2016"
2008042,"NLA06608-0877",2007,1,"9/13/2007","WMTNS","WMTNS","XER","Poor",26.4,3.32,5.67,4,1.43,1.43,0,300,"8/23/2016"
2008043,"NLA06608-0878",2007,1,"8/1/2007","UMW","PLNLOW","UMW","Fair",49.4,0.04,6.39,7.99,2.73,6.67,5.84,300,"8/23/2016"
2008044,"NLA06608-0880",2007,1,"7/17/2007","PLAINS","PLNLOW","SPL","Poor",16.1,2.31,0.57,2.94,2.86,1,0,300,"8/23/2016"
2008045,"NLA06608-0881",2007,1,"7/30/2007","WMTNS","WMTNS","WMT","Fair",42.8,4.77,6.91,10,1.43,0,2.59,300,"8/23/2016"
2008046,"NLA06608-0885",2007,1,"7/11/2007","WMTNS","WMTNS","XER","Poor",13.3,0,0,8,0,0,0,300,"8/23/2016"
2008047,"NLA06608-0889",2007,1,"7/11/2007","WMTNS","WMTNS","XER","Poor",28.7,1.62,2.87,8,1.43,0,3.33,300,"8/23/2016"
2008048,"NLA06608-0890",2007,1,"7/30/2007","UMW","PLNLOW","UMW","Good",59.3,3.98,4.94,0,10,6.67,10,300,"8/23/2016"
2008049,"NLA06608-0891",2007,1,"8/18/2007","PLAINS","PLNLOW","SPL","Fair",30.2,5.61,0,3.53,7.96,1,0,106,"8/23/2016"
2008050,"NLA06608-0893",2007,1,"6/28/2007","EHIGH","EHIGH","SAP","Fair",38.8,1.42,5.96,6.84,4.44,3.33,1.25,300,"8/23/2016"
2008051,"NLA06608-0895",2007,1,"7/9/2007","WMTNS","WMTNS","XER","Fair",45.1,5.73,7.02,10,2.86,1.43,0,299,"8/23/2016"
2008052,"NLA06608-0899",2007,1,"6/20/2007","PLAINS","PLNLOW","NPL","Poor",26.9,6.16,10,0,0,0,0,300,"8/23/2016"
2008053,"NLA06608-0900",2007,1,"6/18/2007","PLAINS","PLNLOW","TPL","Good",46.8,4.62,5.31,4.71,9.43,4,0,300,"8/23/2016"
2008054,"NLA06608-0904",2007,1,"7/31/2007","PLAINS","PLNLOW","TPL","Fair",29.6,0.17,2.73,8.24,3.65,3,0,300,"8/23/2016"
2008055,"NLA06608-0905",2007,1,"6/21/2007","WMTNS","WMTNS","WMT","Good",61.3,5.65,9.83,4,7.14,2.86,7.29,239,"8/23/2016"
2008056,"NLA06608-0906",2007,1,"6/12/2007","WMTNS","WMTNS","WMT","Good",85.7,2.83,10,10,8.57,10,10,263,"8/23/2016"
2008057,"NLA06608-0913",2007,1,"9/6/2007","EHIGH","EHIGH","NAP","Fair",43.8,5.99,3.97,3.68,5.56,3.33,3.75,300,"8/23/2016"
2008058,"NLA06608-0914",2007,1,"8/2/2007","EHIGH","EHIGH","NAP","Not Assessed",NA,NA,NA,NA,NA,NA,NA,30,"8/23/2016"
2008059,"NLA06608-0915",2007,1,"8/8/2007","PLAINS","PLNLOW","TPL","Good",51.6,5.19,1.98,8.24,7.5,4,4.07,300,"8/23/2016"
2008060,"NLA06608-0916",2007,1,"8/8/2007","WMTNS","WMTNS","WMT","Good",66.4,6.09,8.2,6,8.57,4.29,6.67,300,"8/23/2016"
2008061,"NLA06608-0918",2007,1,"8/14/2007","EHIGH","EHIGH","NAP","Good",65.2,6.41,4.62,6.84,6.67,5.83,8.75,167,"8/23/2016"
2008063,"NLA06608-0922",2007,1,"6/8/2007","PLAINS","PLNLOW","NPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,44,"8/23/2016"
2008064,"NLA06608-0924",2007,1,"8/12/2007","PLAINS","PLNLOW","SPL","Fair",31.9,4.62,0,2.94,8.57,3,0,107,"8/23/2016"
2008067,"NLA06608-0927",2007,1,"8/15/2007","WMTNS","WMTNS","XER","Good",55.2,3.45,9.27,6,5.71,4.29,4.38,300,"8/23/2016"
2008068,"NLA06608-0929",2007,1,"6/16/2007","WMTNS","WMTNS","WMT","Fair",47.3,1.96,7.92,4,4.29,5.71,4.52,300,"8/23/2016"
2008069,"NLA06608-0930",2007,1,"8/21/2007","EHIGH","EHIGH","NAP","Good",59.7,1.6,7.56,7.89,6.67,3.33,8.75,300,"8/23/2016"
2008070,"NLA06608-0933",2007,1,"7/31/2007","WMTNS","WMTNS","WMT","Fair",45.8,3.07,7.02,8,4.29,2.86,2.22,300,"8/23/2016"
2008071,"NLA06608-0934",2007,1,"8/28/2007","WMTNS","WMTNS","WMT","Good",86.1,9.41,6.8,10,8.57,8.57,8.33,300,"8/23/2016"
2008072,"NLA06608-0935",2007,1,"8/6/2007","UMW","PLNLOW","UMW","Poor",31.2,2.83,0,4.45,0,6.67,4.77,300,"8/23/2016"
2008073,"NLA06608-0938",2007,1,"8/7/2007","UMW","PLNLOW","UMW","Poor",26.8,4.02,3.54,0,3.64,3.33,1.57,300,"8/23/2016"
2008074,"NLA06608-0940",2007,1,"8/17/2007","PLAINS","PLNLOW","SPL","Good",50.7,2.77,4.04,4.12,7.72,6,5.76,300,"8/23/2016"
2008075,"NLA06608-0942",2007,1,"7/10/2007","UMW","PLNLOW","UMW","Good",58.9,5.78,6.92,7.71,3.64,6.67,4.63,300,"8/23/2016"
2008076,"NLA06608-0943",2007,1,"9/11/2007","EHIGH","EHIGH","SAP","Poor",26.9,4.79,3.02,2.11,3.33,1.67,1.25,300,"8/23/2016"
2008077,"NLA06608-0944",2007,1,"6/24/2007","PLAINS","PLNLOW","NPL","Poor",20.1,3.46,1.68,3.53,2.14,1,0.24,212,"8/23/2016"
2008078,"NLA06608-0946",2007,1,"8/14/2007","EHIGH","EHIGH","NAP","Poor",35.8,4.17,6.61,4.74,2.22,2.5,1.25,300,"8/23/2016"
2008080,"NLA06608-0955",2007,1,"6/3/2007","WMTNS","WMTNS","WMT","Poor",40.6,1.7,5.79,6,2.86,2.86,5.18,300,"8/23/2016"
2008081,"NLA06608-0957",2007,1,"6/21/2007","EHIGH","EHIGH","SAP","Fair",46.1,5.66,3.1,4.74,3.33,3.33,7.5,300,"8/23/2016"
2008082,"NLA06608-0958",2007,1,"8/15/2007","UMW","PLNLOW","UMW","Good",62.4,4.34,8.69,5.62,8.18,6.67,3.91,300,"8/23/2016"
2008083,"NLA06608-0961",2007,1,"7/25/2007","WMTNS","WMTNS","WMT","Good",63.3,2.56,5.62,10,10,5.71,4.12,300,"8/23/2016"
2008084,"NLA06608-0962",2007,1,"7/17/2007","WMTNS","WMTNS","WMT","Poor",36.5,1.37,7.08,0,7.14,2.86,3.46,300,"8/23/2016"
2008085,"NLA06608-0967",2007,1,"7/30/2007","PLAINS","PLNLOW","NPL","Fair",31.8,2.81,2.84,3.53,6.9,3,0,300,"8/23/2016"
2008086,"NLA06608-0968",2007,1,"8/1/2007","PLAINS","PLNLOW","TPL","Good",47.9,6.75,1.55,5.29,7.25,6,1.87,300,"8/23/2016"
2008087,"NLA06608-0970",2007,1,"6/10/2007","WMTNS","WMTNS","XER","Not Assessed",NA,NA,NA,NA,NA,NA,NA,44,"8/23/2016"
2008088,"NLA06608-0971",2007,1,"7/26/2007","PLAINS","PLNLOW","TPL","Fair",31.2,1.76,2.69,3.53,3.88,4,2.85,125,"8/23/2016"
2008089,"NLA06608-0972",2007,1,"7/9/2007","PLAINS","PLNLOW","SPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,17,"8/23/2016"
2008090,"NLA06608-0974",2007,1,"7/16/2007","UMW","PLNLOW","UMW","Poor",37.8,2.47,6.51,0,3.64,3.33,6.7,300,"8/23/2016"
2008091,"NLA06608-0979",2007,1,"5/30/2007","WMTNS","WMTNS","WMT","Poor",38,3.07,6.8,4,5.71,1.43,1.8,300,"8/23/2016"
2008092,"NLA06608-0980",2007,1,"7/12/2007","EHIGH","EHIGH","SAP","Not Assessed",NA,NA,NA,NA,NA,NA,NA,86,"8/23/2016"
2008094,"NLA06608-0982",2007,1,"8/14/2007","EHIGH","EHIGH","NAP","Good",60.9,2.89,9.42,3.68,8.89,6.67,5,300,"8/23/2016"
2008095,"NLA06608-0984",2007,1,"9/26/2007","CPL","PLNLOW","CPL","Good",54.6,4.85,6.01,8.82,10,1.43,1.67,300,"8/23/2016"
2008096,"NLA06608-0986",2007,1,"7/18/2007","CPL","PLNLOW","CPL","Fair",45.7,6.88,4.94,3.53,7,2.86,2.18,300,"8/23/2016"
2008097,"NLA06608-0987",2007,1,"7/30/2007","UMW","PLNLOW","UMW","Poor",44.5,2.47,6.42,7.99,1.82,6.67,1.31,300,"8/23/2016"
2008098,"NLA06608-0989",2007,1,"7/31/2007","EHIGH","EHIGH","SAP","Poor",9.7,3.99,0.03,0.53,0,0,1.25,300,"8/23/2016"
2008099,"NLA06608-0990",2007,1,"7/30/2007","UMW","PLNLOW","UMW","Poor",43,3.71,5.87,5.35,2.73,6.67,1.5,300,"8/23/2016"
2008100,"NLA06608-0993",2007,1,"9/20/2007","EHIGH","EHIGH","NAP","Not Assessed",NA,NA,NA,NA,NA,NA,NA,48,"8/23/2016"
2008101,"NLA06608-0994",2007,1,"8/23/2007","EHIGH","EHIGH","NAP","Good",78,6.45,10,5.79,10,5.83,8.75,300,"8/23/2016"
2008102,"NLA06608-0996",2007,1,"6/26/2007","PLAINS","PLNLOW","SPL","Good",48.6,1.63,8.56,5.29,5.8,6,1.87,300,"8/23/2016"
2008103,"NLA06608-0997",2007,1,"8/3/2007","EHIGH","EHIGH","NAP","Good",68.2,3.37,8.36,7.37,8.89,6.67,6.25,300,"8/23/2016"
2008105,"NLA06608-1001",2007,1,"6/15/2007","CPL","PLNLOW","CPL","Good",61.4,6.31,7.69,4.71,10,5.71,2.41,300,"8/23/2016"
2008106,"NLA06608-1002",2007,1,"6/28/2007","PLAINS","PLNLOW","NPL","Poor",24.9,4.97,0,1.18,5.61,3,0.17,300,"8/23/2016"
2008107,"NLA06608-1003",2007,1,"7/23/2007","UMW","PLNLOW","UMW","Fair",46.5,2.99,7.59,4.51,4.55,3.33,4.92,300,"8/23/2016"
2008108,"NLA06608-1005",2007,1,"7/19/2007","EHIGH","EHIGH","SAP","Poor",19.6,2.67,1.24,1.58,0,5,1.25,300,"8/23/2016"
2008109,"NLA06608-1006",2007,1,"6/19/2007","PLAINS","PLNLOW","NPL","Fair",34.2,8.9,0,2.35,4.9,4,0.34,300,"8/23/2016"
2008110,"NLA06608-1007",2007,1,"8/2/2007","PLAINS","PLNLOW","TPL","Good",49,2.64,4.25,5.88,0.61,6,10,300,"8/23/2016"
2008111,"NLA06608-1008",2007,1,"7/12/2007","PLAINS","PLNLOW","NPL","Good",47.1,4.62,2.07,5.88,7.15,4,4.58,300,"8/23/2016"
2008112,"NLA06608-1010",2007,1,"8/9/2007","EHIGH","EHIGH","NAP","Poor",33,2.81,1.65,3.68,6.67,2.5,2.5,300,"8/23/2016"
2008113,"NLA06608-1012",2007,1,"10/17/2007","PLAINS","PLNLOW","TPL","Fair",40.2,5.19,1.86,5.29,6.43,5,0.34,300,"8/23/2016"
2008114,"NLA06608-1014",2007,1,"9/13/2007","UMW","PLNLOW","UMW","Poor",39.7,3.67,5.99,0.76,2.73,6.67,3.99,300,"8/23/2016"
2008115,"NLA06608-1015",2007,1,"8/14/2007","PLAINS","PLNLOW","TPL","Fair",31.7,7.06,0,2.94,5.8,3,0.23,216,"8/23/2016"
2008116,"NLA06608-1016",2007,1,"7/23/2007","PLAINS","PLNLOW","SPL","Fair",40.9,8.08,0,7.06,6.43,3,0,300,"8/23/2016"
2008117,"NLA06608-1018",2007,1,"8/2/2007","UMW","PLNLOW","UMW","Good",66.1,5.5,8.85,7.99,7.27,6.67,3.4,300,"8/23/2016"
2008118,"NLA06608-1022",2007,1,"7/10/2007","PLAINS","PLNLOW","NPL","Poor",15.3,6.16,0,1.76,0,1,0.27,187,"8/23/2016"
2008119,"NLA06608-1024",2007,1,"8/7/2007","PLAINS","PLNLOW","TPL","Fair",36.2,4.34,1.44,2.94,8.32,4,0.68,300,"8/23/2016"
2008120,"NLA06608-1034",2007,1,"8/16/2007","UMW","PLNLOW","UMW","Poor",38.8,3.07,4.19,7.57,2.73,3.33,2.38,300,"8/23/2016"
2008121,"NLA06608-1035",2007,1,"8/14/2007","PLAINS","PLNLOW","TPL","Poor",21.7,2.31,0.86,2.94,4.9,2,0,300,"8/23/2016"
2008122,"NLA06608-1036",2007,1,"6/14/2007","PLAINS","PLNLOW","TPL","Fair",37.9,4.08,4.17,4.71,7.25,2,0.51,300,"8/23/2016"
2008123,"NLA06608-1037",2007,1,"9/5/2007","CPL","PLNLOW","CPL","Good",62.3,3.81,6.01,5.88,8,5.71,7.99,300,"8/23/2016"
2008124,"NLA06608-1038",2007,1,"8/3/2007","UMW","PLNLOW","UMW","Good",62.3,5.9,7.75,6.67,7.27,6.67,3.12,300,"8/23/2016"
2008125,"NLA06608-1039",2007,1,"8/28/2007","EHIGH","EHIGH","SAP","Poor",21.4,3.79,3.63,2.11,0,3.33,0,300,"8/23/2016"
2008126,"NLA06608-1041",2007,1,"8/16/2007","WMTNS","WMTNS","XER","Poor",27,0.26,0.22,10,2.86,2.86,0,300,"8/23/2016"
2008128,"NLA06608-1045",2007,1,"8/29/2007","EHIGH","EHIGH","NAP","Fair",45,2.81,6.18,6.32,3.33,3.33,5,300,"8/23/2016"
2008130,"NLA06608-1052",2007,1,"6/27/2007","PLAINS","PLNLOW","SPL","Fair",38.6,3.08,5.76,5.88,4.29,4,0.17,300,"8/23/2016"
2008131,"NLA06608-1055",2007,1,"7/24/2007","EHIGH","EHIGH","SAP","Poor",31.9,3.54,5.04,2.63,3.33,3.33,1.25,300,"8/23/2016"
2008132,"NLA06608-1056",2007,1,"9/27/2007","EHIGH","EHIGH","SAP","Fair",40.4,2.5,10,3.16,4.44,1.67,2.5,300,"8/23/2016"
2008133,"NLA06608-1057",2007,1,"8/14/2007","WMTNS","WMTNS","WMT","Not Assessed",NA,NA,NA,NA,NA,NA,NA,38,"8/23/2016"
2008134,"NLA06608-1058",2007,1,"9/5/2007","WMTNS","WMTNS","WMT","Good",75.2,6.55,7.13,10,8.57,5.71,7.18,300,"8/23/2016"
2008136,"NLA06608-1060",2007,1,"8/14/2007","PLAINS","PLNLOW","TPL","Poor",18.8,0,1.36,1.18,2.31,0,6.44,300,"8/23/2016"
2008137,"NLA06608-1060",2007,2,"8/14/2007","PLAINS","PLNLOW","TPL","Poor",20.9,0,1.54,2.35,6.43,1,1.22,125,"8/23/2016"
2008138,"NLA06608-1070",2007,1,"7/11/2007","PLAINS","PLNLOW","TPL","Good",44.3,10,0,3.53,6.9,6,0.17,300,"8/23/2016"
2008139,"NLA06608-1073",2007,1,"8/13/2007","WMTNS","WMTNS","WMT","Good",55.8,6.98,6.63,6,5.71,4.29,3.89,300,"8/23/2016"
2008140,"NLA06608-1075",2007,1,"8/27/2007","UMW","PLNLOW","UMW","Good",69.5,9.8,6.46,8.2,3.64,6.67,6.92,300,"8/23/2016"
2008141,"NLA06608-1083",2007,1,"6/29/2007","PLAINS","PLNLOW","SPL","Poor",8.6,3.2,0.2,0.59,0,1,0.19,261,"8/23/2016"
2008142,"NLA06608-1086",2007,1,"8/27/2007","PLAINS","PLNLOW","NPL","Poor",19.8,3.36,0,1.18,3.51,3,0.85,300,"8/23/2016"
2008143,"NLA06608-1087",2007,1,"7/20/2007","EHIGH","EHIGH","SAP","Fair",42.4,6.59,2.89,2.63,6.67,4.17,2.5,300,"8/23/2016"
2008145,"NLA06608-1089",2007,1,"7/20/2007","WMTNS","WMTNS","WMT","Fair",47.5,2.3,8.2,4,4.29,2.86,6.86,300,"8/23/2016"
2008146,"NLA06608-1091",2007,1,"7/16/2007","PLAINS","PLNLOW","NPL","Poor",20.6,6.92,0,0.59,0,4,0.85,300,"8/23/2016"
2008147,"NLA06608-1096",2007,1,"8/2/2007","PLAINS","PLNLOW","NPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,35,"8/23/2016"
2008148,"NLA06608-1100",2007,1,"6/28/2007","PLAINS","PLNLOW","TPL","Good",43.2,1.7,4.61,8.24,5.86,4,1.53,300,"8/23/2016"
2008149,"NLA06608-1101",2007,1,"9/9/2007","EHIGH","EHIGH","NAP","Poor",28.8,0,8.67,5.26,0,3.33,0,300,"8/23/2016"
2008150,"NLA06608-1102",2007,1,"7/16/2007","UMW","PLNLOW","UMW","Good",81.4,9.68,3.58,8.89,10,6.67,10,300,"8/23/2016"
2008151,"NLA06608-1103",2007,1,"8/28/2007","PLAINS","PLNLOW","TPL","Fair",32.4,4.78,0.71,4.71,4.9,4,0.34,300,"8/23/2016"
2008152,"NLA06608-1107",2007,1,"8/27/2007","PLAINS","PLNLOW","NPL","Poor",22.6,3.2,0,1.76,5.61,3,0,300,"8/23/2016"
2008153,"NLA06608-1108",2007,1,"6/21/2007","PLAINS","PLNLOW","TPL","Poor",23.6,0.53,3.44,5.88,2.31,2,0,300,"8/23/2016"
2008154,"NLA06608-1108",2007,2,"7/2/2007","PLAINS","PLNLOW","TPL","Poor",18.4,0,2.43,4.71,1.3,2,0.63,242,"8/23/2016"
2008155,"NLA06608-1111",2007,1,"7/10/2007","PLAINS","PLNLOW","TPL","Fair",33.6,6.75,2.52,4.71,3.96,2,0.2,247,"8/23/2016"
2008156,"NLA06608-1113",2007,1,"7/16/2007","EHIGH","EHIGH","SAP","Fair",46.7,1.47,7.64,4.74,3.33,3.33,7.5,300,"8/23/2016"
2008157,"NLA06608-1114",2007,1,"6/21/2007","CPL","PLNLOW","CPL","Poor",35.6,2.49,5.43,2.35,3,2.86,5.23,300,"8/23/2016"
2008158,"NLA06608-1115",2007,1,"7/30/2007","PLAINS","PLNLOW","TPL","Fair",35.3,1.02,1.81,4.71,5.24,5,3.39,300,"8/23/2016"
2008159,"NLA06608-1119",2007,1,"8/30/2007","WMTNS","WMTNS","WMT","Fair",48.1,6.9,5.51,8,4.29,1.43,2.74,300,"8/23/2016"
2008160,"NLA06608-1120",2007,1,"8/27/2007","EHIGH","EHIGH","SAP","Not Assessed",NA,NA,NA,NA,NA,NA,NA,26,"8/23/2016"
2008161,"NLA06608-1122",2007,1,"7/26/2007","EHIGH","EHIGH","NAP","Good",63.5,2.72,9.51,6.32,6.67,6.67,6.25,300,"8/23/2016"
2008162,"NLA06608-1124",2007,1,"7/17/2007","PLAINS","PLNLOW","SPL","Good",52.6,8.08,0.67,4.71,8.22,7,2.88,300,"8/23/2016"
2008163,"NLA06608-1125",2007,1,"8/7/2007","EHIGH","EHIGH","NAP","Good",58.5,5.04,5.36,3.16,7.78,10,3.75,300,"8/23/2016"
2008164,"NLA06608-1129",2007,1,"6/6/2007","WMTNS","WMTNS","WMT","Not Assessed",NA,NA,NA,NA,NA,NA,NA,14,"8/23/2016"
2008165,"NLA06608-1130",2007,1,"8/21/2007","UMW","PLNLOW","UMW","Poor",26,0.04,0,3.68,1.82,6.67,3.4,300,"8/23/2016"
2008166,"NLA06608-1131",2007,1,"6/26/2007","UMW","PLNLOW","UMW","Poor",45.3,3.55,7.44,4.1,5.45,3.33,3.29,300,"8/23/2016"
2008167,"NLA06608-1134",2007,1,"8/7/2007","UMW","PLNLOW","UMW","Poor",44,1.83,7.14,8.4,0.91,6.67,1.43,300,"8/23/2016"
2008168,"NLA06608-1141",2007,1,"7/9/2007","WMTNS","WMTNS","XER","Fair",44.8,5.83,8.2,4,2.86,4.29,1.73,300,"8/23/2016"
2008169,"NLA06608-1143",2007,1,"7/31/2007","UMW","PLNLOW","UMW","Poor",23.8,1.39,9.34,0,0,3.33,0.18,300,"8/23/2016"
2008170,"NLA06608-1145",2007,1,"9/12/2007","EHIGH","EHIGH","SAP","Poor",18.7,4.41,1.68,0.53,3.33,0,1.25,300,"8/23/2016"
2008172,"NLA06608-1147",2007,1,"7/27/2007","PLAINS","PLNLOW","SPL","Fair",31.5,4.23,1.5,4.12,4.64,4,0.41,251,"8/23/2016"
2008173,"NLA06608-1148",2007,1,"7/31/2007","PLAINS","PLNLOW","SPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,93,"8/23/2016"
2008174,"NLA06608-1150",2007,1,"7/19/2007","UMW","PLNLOW","UMW","Good",70.2,4.9,8.55,7.15,8.18,6.67,6.7,300,"8/23/2016"
2008175,"NLA06608-1151",2007,1,"7/17/2007","WMTNS","WMTNS","WMT","Poor",42.2,6.43,4.38,6,2.86,1.43,4.24,300,"8/23/2016"
2008176,"NLA06608-1153",2007,1,"7/19/2007","WMTNS","WMTNS","WMT","Good",67.1,1.54,8.6,4,8.57,10,7.57,300,"8/23/2016"
2008177,"NLA06608-1155",2007,1,"7/17/2007","PLAINS","PLNLOW","NPL","Poor",27.5,6.75,0,2.35,0,4,3.38,271,"8/23/2016"
2008178,"NLA06608-1162",2007,1,"9/6/2007","UMW","PLNLOW","UMW","Poor",41.5,1.43,6.09,4.24,2.73,6.67,3.78,300,"8/23/2016"
2008179,"NLA06608-1163",2007,1,"7/2/2007","UMW","PLNLOW","UMW","Poor",38.1,0.52,5.81,7.99,3.64,3.33,1.57,300,"8/23/2016"
2008180,"NLA06608-1164",2007,1,"9/11/2007","PLAINS","PLNLOW","SPL","Good",51.8,3.41,5.23,9.41,1.84,10,1.18,300,"8/23/2016"
2008181,"NLA06608-1166",2007,1,"8/14/2007","UMW","PLNLOW","UMW","Poor",45.3,2.95,2.52,10,0,6.67,5.02,300,"8/23/2016"
2008182,"NLA06608-1167",2007,1,"9/20/2007","UMW","PLNLOW","UMW","Poor",22.1,1.35,5.38,0,2.73,3.33,0.49,300,"8/23/2016"
2008183,"NLA06608-1170",2007,1,"7/18/2007","WMTNS","WMTNS","WMT","Poor",37.9,1.02,5.28,10,1.43,1.43,3.59,300,"8/23/2016"
2008184,"NLA06608-1172",2007,1,"6/27/2007","EHIGH","EHIGH","SAP","Poor",29.9,5.27,2.9,4.21,2.22,3.33,0,300,"8/23/2016"
2008185,"NLA06608-1174",2007,1,"8/15/2007","EHIGH","EHIGH","NAP","Good",85.8,4.76,8.92,10,7.78,10,10,300,"8/23/2016"
2008186,"NLA06608-1175",2007,1,"8/21/2007","UMW","PLNLOW","UMW","Poor",30.9,4.02,4.45,1.04,0,6.67,2.38,300,"8/23/2016"
2008187,"NLA06608-1177",2007,1,"6/28/2007","CPL","PLNLOW","CPL","Good",62.7,5.89,10,7.65,8,4.29,1.78,300,"8/23/2016"
2008188,"NLA06608-1179",2007,1,"8/1/2007","PLAINS","PLNLOW","TPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,15,"8/23/2016"
2008189,"NLA06608-1181",2007,1,"6/26/2007","EHIGH","EHIGH","SAP","Poor",9.3,3.04,2.52,0,0,0,0,300,"8/23/2016"
2008190,"NLA06608-1183",2007,1,"8/29/2007","WMTNS","WMTNS","WMT","Good",64.9,6.98,7.3,10,5.71,2.86,6.08,300,"8/23/2016"
2008191,"NLA06608-1185",2007,1,"8/16/2007","CPL","PLNLOW","CPL","Poor",34.2,5.76,3.52,1.18,5,1.43,3.62,150,"8/23/2016"
2008192,"NLA06608-1189",2007,1,"9/21/2007","EHIGH","EHIGH","NAP","Good",60.6,5.53,4.45,5.26,7.78,5.83,7.5,300,"8/23/2016"
2008193,"NLA06608-1190",2007,1,"6/25/2007","WMTNS","WMTNS","WMT","Good",61.8,5.45,10,6,7.14,5.71,2.74,300,"8/23/2016"
2008194,"NLA06608-1191",2007,1,"8/6/2007","PLAINS","PLNLOW","SPL","Fair",40.4,7.69,1.19,6.47,5.71,3,0.17,300,"8/23/2016"
2008195,"NLA06608-1195",2007,1,"7/2/2007","PLAINS","PLNLOW","TPL","Poor",28.4,5.7,2.52,3.53,3.28,2,0,300,"8/23/2016"
2008196,"NLA06608-1198",2007,1,"7/25/2007","UMW","PLNLOW","UMW","Fair",52.8,2.95,6.45,8.26,3.64,6.67,3.74,300,"8/23/2016"
2008197,"NLA06608-1199",2007,1,"8/15/2007","PLAINS","PLNLOW","TPL","Good",69.2,2.31,5.5,10,6.94,9,7.79,300,"8/23/2016"
2008198,"NLA06608-1204",2007,1,"8/28/2007","EHIGH","EHIGH","SAP","Poor",24.6,0,4.03,2.11,4.44,1.67,2.5,300,"8/23/2016"
2008199,"NLA06608-1206",2007,1,"8/2/2007","UMW","PLNLOW","UMW","Good",59.9,7.05,7.75,8.2,4.55,6.67,1.71,300,"8/23/2016"
2008200,"NLA06608-1207",2007,1,"7/26/2007","UMW","PLNLOW","UMW","Good",61.5,8.49,8.92,7.99,3.64,6.67,1.2,300,"8/23/2016"
2008201,"NLA06608-1208",2007,1,"7/12/2007","PLAINS","PLNLOW","SPL","Good",43.9,4.97,3.67,6.47,7.25,4,0,300,"8/23/2016"
2008202,"NLA06608-1208",2007,2,"7/25/2007","PLAINS","PLNLOW","SPL","Fair",33,3.96,2.37,3.53,5.92,3,1.02,300,"8/23/2016"
2008203,"NLA06608-1209",2007,1,"8/15/2007","EHIGH","EHIGH","NAP","Good",79.7,4.21,6.34,8.95,10,8.33,10,300,"8/23/2016"
