"UID","SITE_ID","YEAR","VISIT_NO","DATE_COL","ECO_BIO","AGGR_ECO3_2015","AGGR_ECO9_2015","AMPHNIND","AMPHNTAX","AMPHPIND","AMPHPTAX","BURRNIND","BURRNTAX","BURRPIND","BURRPTAX","CHIRDOM1PIND","CHIRDOM3PIND","CHIRDOM5PIND","CHIRNIND","CHIRNTAX","CHIRPIND","CHIRPTAX","CLMBNIND","CLMBNTAX","CLMBPIND","CLMBPTAX","CLNGNIND","CLNGNTAX","CLNGPIND","CLNGPTAX","COFININD","COFINTAX","COFIPIND","COFIPTAX","COFITRICNIND","COFITRICNTAX","COFITRICPIND","COFITRICPTAX","COGANIND","COGANTAX","COGAPIND","COGAPTAX","CRUSNIND","CRUSNTAX","CRUSPIND","CRUSPTAX","DIPTNIND","DIPTNTAX","DIPTPIND","DIPTPTAX","DOM1PIND","DOM3PIND","DOM5PIND","EPHENIND","EPHENTAX","EPHEPIND","EPHEPTAX","EPOTNIND","EPOTNTAX","EPOTPIND","EPOTPTAX","EPT_NIND","EPT_NTAX","EPT_PIND","EPT_PTAX","FACLNIND","FACLNTAX","FACLPIND","FACLPTAX","HEMININD","HEMINTAX","HEMIPIND","HEMIPTAX","HPRIME","INTLNIND","INTLNTAX","INTLPIND","INTLPTAX","MITENIND","MITENTAX","MITEPIND","MITEPTAX","MOLLNIND","MOLLNTAX","MOLLPIND","MOLLPTAX","NOINNIND","NOINNTAX","NOINPIND","NOINPTAX","NTOLNIND","NTOLNTAX","NTOLPIND","NTOLPTAX","ODONNIND","ODONNTAX","ODONPIND","ODONPTAX","OLLENIND","OLLENTAX","OLLEPIND","OLLEPTAX","ORTHCHIRPIND","ORTHNIND","ORTHNTAX","ORTHPIND","ORTHPTAX","PLECNIND","PLECNTAX","PLECPIND","PLECPTAX","PREDNIND","PREDNTAX","PREDPIND","PREDPTAX","SCRPNIND","SCRPNTAX","SCRPPIND","SCRPPTAX","SHRDNIND","SHRDNTAX","SHRDPIND","SHRDPTAX","SPWLNIND","SPWLNTAX","SPWLPIND","SPWLPTAX","STOLNIND","STOLNTAX","STOLPIND","STOLPTAX","SWIMNIND","SWIMNTAX","SWIMPIND","SWIMPTAX","TANYNIND","TANYNTAX","TANYPIND","TANYPTAX","TL01NIND","TL01NTAX","TL01PIND","TL01PTAX","TL23NIND","TL23NTAX","TL23PIND","TL23PTAX","TL45NIND","TL45NTAX","TL45PIND","TL45PTAX","TL67NIND","TL67NTAX","TL67PIND","TL67PTAX","TL89NIND","TL89NTAX","TL89PIND","TL89PTAX","TOLRNIND","TOLRNTAX","TOLRPIND","TOLRPTAX","TOTLNIND","TOTLNTAX","TRICNIND","TRICNTAX","TRICPIND","TRICPTAX","TUBINAIDNIND","TUBINAIDNTAX","TUBINAIDPIND","TUBINAIDPTAX","WTD_TV"
2008840,"NLA06608-NELP-1330",2007,1,"8/28/2007","EHIGH","EHIGH","NAP",22,1,7.33,2.78,59,13,19.67,36.11,31.53,64.86,83.33,229,17,76.33,47.22,34,6,11.33,16.67,89,8,29.67,22.22,116,5,38.67,13.89,0,0,0,0,158,17,52.67,47.22,22,1,7.33,2.78,231,18,77,50,24.31,50,65.28,10,4,3.33,11.11,22,10,7.33,27.78,17,7,5.67,19.44,95,20,31.67,55.56,0,0,0,0,2.67,129,5,43,13.89,0,0,0,0,16,3,5.33,8.33,41,6,13.67,16.67,158,17,52.67,47.22,5,3,1.67,8.33,3,2,1,5.56,2.62,6,1,2,2.78,0,0,0,0,47,13,15.67,36.11,9,4,3,11.11,31,5,10.33,13.89,116,12,38.67,33.33,36,6,12,16.67,0,0,0,0,98,2,32.67,5.56,0,0,0,0,133,6,44.33,16.67,25,11,8.33,30.56,96,11,32,30.56,36,6,12,16.67,66,9,22,25,300,36,7,3,2.33,8.33,2,1,0.67,2.78,4.52
2008841,"NLA06608-NELP-2155",2007,1,"8/29/2007","EHIGH","EHIGH","NAP",25,1,19.08,4,37,6,28.24,24,36.36,72.73,90.91,11,6,8.4,24,6,3,4.58,12,21,5,16.03,20,28,2,21.37,8,0,0,0,0,62,14,47.33,56,25,1,19.08,4,16,8,12.21,32,21.74,41.74,57.39,5,2,3.82,8,37,8,28.24,32,27,6,20.61,24,50,12,38.17,48,0,0,0,0,2.75,7,4,5.34,16,5,1,3.82,4,30,3,22.9,12,78,9,59.54,36,29,9,22.14,36,10,2,7.63,8,6,3,4.58,12,18.18,2,2,1.53,8,0,0,0,0,37,8,28.24,32,10,4,7.63,16,26,2,19.85,8,68,11,51.91,44,42,4,32.06,16,8,2,6.11,8,1,1,0.76,4,0,0,0,0,22,6,16.79,24,7,3,5.34,12,57,10,43.51,40,42,4,32.06,16,71,7,54.2,28,131,25,22,4,16.79,16,6,3,4.58,12,6.39
2008842,"NLA06608-NELP-3355",2007,1,"8/29/2007","EHIGH","EHIGH","NAP",33,1,31.73,4.76,7,3,6.73,14.29,35.29,70.59,88.24,36,8,34.62,38.1,5,4,4.81,19.05,34,6,32.69,28.57,22,5,21.15,23.81,0,0,0,0,59,9,56.73,42.86,33,1,31.73,4.76,36,8,34.62,38.1,32.35,56.86,68.63,21,4,20.19,19.05,30,9,28.85,42.86,28,8,26.92,38.1,33,10,31.73,47.62,0,0,0,0,2.41,18,3,17.31,14.29,1,1,0.96,4.76,4,2,3.85,9.52,38,4,36.54,19.05,31,9,29.81,42.86,2,1,1.92,4.76,0,0,0,0,2.78,1,1,0.96,4.76,0,0,0,0,22,7,21.15,33.33,3,2,2.88,9.52,37,4,35.58,19.05,59,9,56.73,42.86,12,5,11.54,23.81,0,0,0,0,6,2,5.77,9.52,0,0,0,0,20,4,19.23,19.05,11,5,10.58,23.81,54,6,51.92,28.57,12,5,11.54,23.81,46,7,44.23,33.33,104,21,7,4,6.73,19.05,0,0,0,0,5.58
2008843,"NLA06608-NELP-3586",2007,1,"8/30/2007","EHIGH","EHIGH","NAP",15,1,5,1.96,30,7,10,13.73,20,40,54.55,57,20,19,39.22,174,14,58,27.45,35,11,11.67,21.57,4,3,1.33,5.88,0,0,0,0,81,24,27,47.06,15,1,5,1.96,62,22,20.67,43.14,47.93,56.9,62.76,6,3,2,5.88,36,11,12,21.57,25,8,8.33,15.69,208,23,69.33,45.1,0,0,0,0,2.55,20,7,6.67,13.73,9,5,3,9.8,155,6,51.67,11.76,194,16,64.67,31.37,203,24,67.67,47.06,11,3,3.67,5.88,10,3,3.33,5.88,26.32,15,6,5,11.76,0,0,0,0,49,16,16.33,31.37,162,7,54,13.73,33,7,11,13.73,61,17,20.33,33.33,25,12,8.33,23.53,4,2,1.33,3.92,8,4,2.67,7.84,2,1,0.67,1.96,21,9,7,17.65,180,14,60,27.45,62,13,20.67,25.49,25,12,8.33,23.53,62,19,20.67,37.25,300,51,19,5,6.33,9.8,1,1,0.33,1.96,5.48
2008844,"NLA06608-3846",2007,1,"7/12/2007","EHIGH","EHIGH","NAP",62,1,20.67,2.04,32,8,10.67,16.33,22.97,58.11,71.62,77,15,25.67,30.61,52,15,17.33,30.61,51,10,17,20.41,22,5,7.33,10.2,5,1,1.67,2.04,187,18,62.33,36.73,93,2,31,4.08,80,17,26.67,34.69,22.14,40,51.07,7,2,2.33,4.08,34,6,11.33,12.24,33,5,11,10.2,98,21,32.67,42.86,0,0,0,0,3.11,20,5,6.67,10.2,7,5,2.33,10.2,40,7,13.33,14.29,178,21,59.33,42.86,74,20,24.67,40.82,1,1,0.33,2.04,36,5,12,10.2,27.27,21,3,7,6.12,0,0,0,0,49,14,16.33,28.57,45,9,15,18.37,84,6,28,12.24,142,12,47.33,24.49,61,10,20.33,20.41,21,2,7,4.08,18,4,6,8.16,0,0,0,0,20,5,6.67,10.2,54,15,18,30.61,159,13,53,26.53,61,10,20.33,20.41,176,17,58.67,34.69,300,49,26,3,8.67,6.12,32,3,10.67,6.12,6.46
2008845,"NLA06608-NH250L",2007,1,"7/26/2007","EHIGH","EHIGH","NAP",2,1,0.67,1.85,134,14,44.67,25.93,13.22,33.33,48.85,177,29,59,53.7,26,9,8.67,16.67,35,8,11.67,14.81,41,4,13.67,7.41,0,0,0,0,210,31,70,57.41,2,1,0.67,1.85,180,31,60,57.41,8.58,23.13,33.58,7,3,2.33,5.56,18,7,6,12.96,8,4,2.67,7.41,153,24,51,44.44,1,1,0.33,1.85,3.46,34,7,11.33,12.96,2,2,0.67,3.7,16,4,5.33,7.41,101,15,33.67,27.78,110,22,36.67,40.74,10,3,3.33,5.56,81,8,27,14.81,7.91,14,7,4.67,12.96,0,0,0,0,53,14,17.67,25.93,4,3,1.33,5.56,11,6,3.67,11.11,80,19,26.67,35.19,95,13,31.67,24.07,4,2,1.33,3.7,30,3,10,5.56,1,1,0.33,1.85,34,7,11.33,12.96,75,14,25,25.93,90,16,30,29.63,95,13,31.67,24.07,108,20,36,37.04,300,54,1,1,0.33,1.85,78,6,26,11.11,6.16
2008846,"NLA06608-NH4912",2007,1,"8/9/2007","EHIGH","EHIGH","NAP",28,2,9.33,3.7,50,11,16.67,20.37,16.57,40,56,177,20,59,37.04,65,13,21.67,24.07,74,11,24.67,20.37,26,6,8.67,11.11,3,1,1,1.85,170,27,56.67,50,28,2,9.33,3.7,183,23,61,42.59,10.03,28.03,39.1,3,3,1,5.56,36,10,12,18.52,29,8,9.67,14.81,125,29,41.67,53.7,1,1,0.33,1.85,3.4,28,3,9.33,5.56,24,7,8,12.96,9,3,3,5.56,74,17,24.67,31.48,107,24,35.67,44.44,7,2,2.33,3.7,10,3,3.33,5.56,25.42,45,4,15,7.41,0,0,0,0,82,18,27.33,33.33,16,6,5.33,11.11,76,7,25.33,12.96,125,17,41.67,31.48,37,13,12.33,24.07,16,5,5.33,9.26,33,3,11,5.56,0,0,0,0,30,4,10,7.41,77,20,25.67,37.04,130,15,43.33,27.78,37,13,12.33,24.07,121,20,40.33,37.04,300,54,26,5,8.67,9.26,9,2,3,3.7,5.49
2008847,"NLA06608-NV:2",2007,1,"9/21/2007","WMTNS","WMTNS","XER",0,0,0,0,178,4,59.33,30.77,56.33,90.83,97.82,229,8,76.33,61.54,68,2,22.67,15.38,35,3,11.67,23.08,85,3,28.33,23.08,0,0,0,0,271,9,90.33,69.23,0,0,0,0,229,8,76.33,61.54,46.4,77.7,89.93,0,0,0,0,0,0,0,0,0,0,0,0,203,4,67.67,30.77,0,0,0,0,1.65,16,1,5.33,7.69,5,1,1.67,7.69,6,1,2,7.69,71,5,23.67,38.46,27,3,9,23.08,0,0,0,0,60,3,20,23.08,6.99,16,2,5.33,15.38,0,0,0,0,5,1,1.67,7.69,0,0,0,0,7,1,2.33,7.69,9,1,3,7.69,69,3,23,23.08,0,0,0,0,80,3,26.67,23.08,0,0,0,0,25,2,8.33,15.38,2,1,0.67,7.69,200,4,66.67,30.77,69,3,23,23.08,77,5,25.67,38.46,300,13,0,0,0,0,60,3,20,23.08,6.59
2008848,"NLA06608-NV:3",2007,1,"9/20/2007","WMTNS","WMTNS","XER",0,0,0,0,184,5,61.33,26.32,49.3,87.44,94.42,215,10,71.67,52.63,51,5,17,26.32,44,3,14.67,15.79,34,3,11.33,15.79,0,0,0,0,211,9,70.33,47.37,0,0,0,0,215,10,71.67,52.63,37.19,67.72,82.46,0,0,0,0,0,0,0,0,0,0,0,0,175,6,58.33,31.58,0,0,0,0,2.02,31,1,10.33,5.26,44,3,14.67,15.79,10,2,3.33,10.53,84,8,28,42.11,92,4,30.67,21.05,0,0,0,0,30,3,10,15.79,7.44,16,3,5.33,15.79,0,0,0,0,46,5,15.33,26.32,9,2,3,10.53,7,2,2.33,10.53,18,5,6,26.32,82,9,27.33,47.37,3,1,1,5.26,36,3,12,15.79,0,0,0,0,40,2,13.33,10.53,52,2,17.33,10.53,126,6,42,31.58,82,9,27.33,47.37,94,12,31.33,63.16,300,19,0,0,0,0,29,2,9.67,10.53,6.3
2008849,"NLA06608-NV:4",2007,1,"9/17/2007","WMTNS","WMTNS","XER",0,0,0,0,3,1,1,7.14,43.86,78.95,92.98,57,7,19,50,93,4,31,28.57,130,2,43.33,14.29,10,1,3.33,7.14,0,0,0,0,56,5,18.67,35.71,0,0,0,0,57,7,19,50,40.75,73.97,86.3,28,1,9.33,7.14,28,1,9.33,7.14,28,1,9.33,7.14,49,4,16.33,28.57,0,0,0,0,1.81,4,1,1.33,7.14,204,5,68,35.71,0,0,0,0,215,6,71.67,42.86,5,2,1.67,14.29,0,0,0,0,11,1,3.67,7.14,0,0,0,0,0,0,0,0,0,244,9,81.33,64.29,0,0,0,0,0,0,0,0,68,5,22.67,35.71,240,7,80,50,73,2,24.33,14.29,14,2,4.67,14.29,4,1,1.33,7.14,0,0,0,0,1,1,0.33,7.14,52,4,17.33,28.57,240,7,80,50,244,8,81.33,57.14,300,14,0,0,0,0,11,1,3.67,7.14,7.59
2008850,"NLA06608-OH:19",2007,1,"9/6/2007","PLAINS","PLNLOW","TPL",0,0,0,0,29,6,9.67,23.08,47.77,74.52,88.54,210,14,70,53.85,43,6,14.33,23.08,79,5,26.33,19.23,97,2,32.33,7.69,0,0,0,0,125,13,41.67,50,0,0,0,0,252,16,84,61.54,30.36,54.25,68.42,13,2,4.33,7.69,38,5,12.67,19.23,13,2,4.33,7.69,154,12,51.33,46.15,0,0,0,0,2.42,96,2,32,7.69,5,3,1.67,11.54,4,1,1.33,3.85,10,5,3.33,19.23,162,10,54,38.46,25,3,8.33,11.54,1,1,0.33,3.85,10.95,23,2,7.67,7.69,0,0,0,0,97,10,32.33,38.46,4,1,1.33,3.85,3,2,1,7.69,89,10,29.67,38.46,27,6,9,23.08,12,2,4,7.69,98,3,32.67,11.54,0,0,0,0,97,3,32.33,11.54,65,7,21.67,26.92,110,9,36.67,34.62,27,6,9,23.08,49,11,16.33,42.31,300,26,0,0,0,0,1,1,0.33,3.85,4.94
2008851,"NLA06608-OH:22",2007,1,"9/5/2007","PLAINS","PLNLOW","TPL",51,1,17,2.86,78,5,26,14.29,29.13,68.93,85.44,109,10,36.33,28.57,61,10,20.33,28.57,69,11,23,31.43,73,5,24.33,14.29,1,1,0.33,2.86,122,12,40.67,34.29,51,1,17,2.86,109,10,36.33,28.57,18.96,41.64,56.88,13,4,4.33,11.43,46,12,15.33,34.29,28,9,9.33,25.71,147,19,49,54.29,0,0,0,0,2.92,34,3,11.33,8.57,1,1,0.33,2.86,66,6,22,17.14,143,12,47.67,34.29,136,17,45.33,48.57,18,3,6,8.57,18,2,6,5.71,0,0,0,0,0,0,0,0,0,59,11,19.67,31.43,35,7,11.67,20,64,4,21.33,11.43,85,8,28.33,22.86,41,7,13.67,20,8,2,2.67,5.71,36,3,12,8.57,2,1,0.67,2.86,40,3,13.33,8.57,94,13,31.33,37.14,123,11,41,31.43,41,7,13.67,20,119,13,39.67,37.14,300,35,15,5,5,14.29,18,2,6,5.71,5.99
2008853,"NLA06608-R10BULLTR",2007,1,"8/16/2007","WMTNS","WMTNS","WMT",9,1,3,4.35,117,6,39,26.09,52.21,83.82,93.38,138,11,46,47.83,11,5,3.67,21.74,29,3,9.67,13.04,37,4,12.33,17.39,0,0,0,0,248,12,82.67,52.17,9,1,3,4.35,251,13,83.67,56.52,35.23,67.79,77.18,7,1,2.33,4.35,9,3,3,13.04,9,3,3,13.04,224,13,74.67,56.52,0,0,0,0,2.13,36,2,12,8.7,0,0,0,0,12,3,4,13.04,40,7,13.33,30.43,218,9,72.67,39.13,0,0,0,0,19,3,6.33,13.04,0.72,1,1,0.33,4.35,0,0,0,0,18,5,6,21.74,5,2,1.67,8.7,12,3,4,13.04,151,11,50.33,47.83,28,5,9.33,21.74,0,0,0,0,29,2,9.67,8.7,0,0,0,0,38,4,12.67,17.39,180,5,60,21.74,53,8,17.67,34.78,28,5,9.33,21.74,39,7,13,30.43,300,23,2,2,0.67,8.7,3,1,1,4.35,5.26
2008854,"NLA06608-R10CAPEHO",2007,1,"8/14/2007","WMTNS","WMTNS","WMT",3,1,1,4.17,42,5,14,20.83,24.14,68.97,94.25,91,10,30.33,41.67,127,6,42.33,25,18,2,6,8.33,29,3,9.67,12.5,0,0,0,0,72,7,24,29.17,3,1,1,4.17,125,12,41.67,50,30.69,49.82,63.9,15,1,5,4.17,17,3,5.67,12.5,16,2,5.33,8.33,98,9,32.67,37.5,0,0,0,0,2.4,20,2,6.67,8.33,9,2,3,8.33,127,4,42.33,16.67,158,9,52.67,37.5,47,5,15.67,20.83,1,1,0.33,4.17,19,2,6.33,8.33,1.1,1,1,0.33,4.17,0,0,0,0,110,11,36.67,45.83,120,3,40,12.5,5,3,1.67,12.5,137,11,45.67,45.83,57,7,19,29.17,4,1,1.33,4.17,5,1,1.67,4.17,0,0,0,0,20,2,6.67,8.33,27,3,9,12.5,179,11,59.67,45.83,57,7,19,29.17,165,12,55,50,300,24,1,1,0.33,4.17,0,0,0,0,6.15
2008855,"NLA06608-R10CHARLT",2007,1,"8/8/2007","WMTNS","WMTNS","WMT",89,2,29.67,7.14,20,5,6.67,17.86,48.96,82.29,90.62,96,11,32,39.29,21,4,7,14.29,59,6,19.67,21.43,49,2,16.33,7.14,0,0,0,0,219,15,73,53.57,89,2,29.67,7.14,120,12,40,42.86,25.25,57.91,74.75,1,1,0.33,3.57,73,6,24.33,21.43,72,5,24,17.86,106,10,35.33,35.71,0,0,0,0,2.37,53,4,17.67,14.29,1,1,0.33,3.57,0,0,0,0,106,9,35.33,32.14,151,12,50.33,42.86,1,1,0.33,3.57,15,5,5,17.86,29.17,28,3,9.33,10.71,0,0,0,0,8,6,2.67,21.43,2,1,0.67,3.57,125,7,41.67,25,198,10,66,35.71,14,4,4.67,14.29,1,1,0.33,3.57,52,2,17.33,7.14,3,1,1,3.57,101,5,33.67,17.86,47,6,15.67,21.43,131,8,43.67,28.57,14,4,4.67,14.29,137,10,45.67,35.71,300,28,71,4,23.67,14.29,5,2,1.67,7.14,5.36
2008856,"NLA06608-R10COUNCI",2007,1,"8/22/2007","WMTNS","WMTNS","WMT",238,1,79.33,6.67,8,5,2.67,33.33,28.57,69.05,83.33,42,10,14,66.67,1,1,0.33,6.67,10,2,3.33,13.33,1,1,0.33,6.67,0,0,0,0,277,12,92.33,80,240,2,80,13.33,42,10,14,66.67,79.33,88.33,94,2,1,0.67,6.67,17,2,5.67,13.33,17,2,5.67,13.33,35,9,11.67,60,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,240,2,80,13.33,30,6,10,40,0,0,0,0,0,0,0,0,9.52,4,2,1.33,13.33,0,0,0,0,23,3,7.67,20,7,1,2.33,6.67,241,2,80.33,13.33,281,7,93.67,46.67,14,2,4.67,13.33,0,0,0,0,4,2,1.33,13.33,0,0,0,0,16,2,5.33,13.33,14,4,4.67,26.67,256,7,85.33,46.67,14,2,4.67,13.33,265,6,88.33,40,300,15,15,1,5,6.67,0,0,0,0,7.21
2008857,"NLA06608-R10DEERLA",2007,1,"8/9/2007","WMTNS","WMTNS","WMT",33,1,11,3.57,65,8,21.67,28.57,41.4,79.57,88.71,186,13,62,46.43,5,4,1.67,14.29,149,5,49.67,17.86,136,2,45.33,7.14,0,0,0,0,135,15,45,53.57,33,1,11,3.57,196,15,65.33,53.57,26.19,58.16,73.47,8,2,2.67,7.14,18,7,6,25,15,5,5,17.86,105,15,35,53.57,0,0,0,0,2.39,86,3,28.67,10.71,0,0,0,0,0,0,0,0,85,5,28.33,17.86,121,13,40.33,46.43,3,2,1,7.14,50,3,16.67,10.71,1.08,2,2,0.67,7.14,0,0,0,0,28,10,9.33,35.71,0,0,0,0,37,5,12.33,17.86,84,13,28,46.43,56,3,18.67,10.71,0,0,0,0,85,2,28.33,7.14,1,1,0.33,3.57,88,3,29.33,10.71,32,9,10.67,32.14,114,10,38,35.71,56,3,18.67,10.71,100,8,33.33,28.57,300,28,7,3,2.33,10.71,15,2,5,7.14,5.34
2008858,"NLA06608-R10FISHLA",2007,1,"8/12/2007","WMTNS","WMTNS","XER",11,1,3.67,4.76,97,6,32.33,28.57,32.53,73.9,89.56,251,11,83.67,52.38,103,4,34.33,19.05,74,5,24.67,23.81,142,4,47.33,19.05,0,0,0,0,191,11,63.67,52.38,11,1,3.67,4.76,253,12,84.33,57.14,28.83,65.48,79.36,6,1,2,4.76,11,4,3.67,19.05,11,4,3.67,19.05,199,11,66.33,52.38,0,0,0,0,2.17,41,2,13.67,9.52,0,0,0,0,17,1,5.67,4.76,36,5,12,23.81,132,7,44,33.33,0,0,0,0,8,3,2.67,14.29,0,0,0,0,0,0,0,0,0,28,5,9.33,23.81,0,0,0,0,32,3,10.67,14.29,50,10,16.67,47.62,44,5,14.67,23.81,0,0,0,0,123,3,41,14.29,0,0,0,0,41,2,13.67,9.52,91,5,30.33,23.81,123,8,41,38.1,44,5,14.67,23.81,59,7,19.67,33.33,300,21,5,3,1.67,14.29,4,1,1.33,4.76,5.44
2008859,"NLA06608-R10FOURMI",2007,1,"8/7/2007","WMTNS","WMTNS","WMT",62,1,22.88,4.35,22,4,8.12,17.39,61.48,86.89,95.9,124,8,45.76,34.78,14,3,5.17,13.04,91,4,33.58,17.39,91,3,33.58,13.04,13,1,4.8,4.35,123,11,45.39,47.83,62,1,22.88,4.35,127,11,46.86,47.83,28.74,61.3,74.33,8,1,2.95,4.35,56,6,20.66,26.09,48,4,17.71,17.39,93,12,34.32,52.17,0,0,0,0,2.29,75,1,27.68,4.35,1,1,0.37,4.35,0,0,0,0,76,5,28.04,21.74,157,10,57.93,43.48,8,2,2.95,8.7,13,3,4.8,13.04,8.87,11,3,4.06,13.04,0,0,0,0,52,9,19.19,39.13,0,0,0,0,76,3,28.04,13.04,125,10,46.13,43.48,12,4,4.43,17.39,8,3,2.95,13.04,77,1,28.41,4.35,0,0,0,0,104,4,38.38,17.39,53,6,19.56,26.09,84,7,31,30.43,12,4,4.43,17.39,85,8,31.37,34.78,271,23,40,3,14.76,13.04,9,2,3.32,8.7,4.62
2008860,"NLA06608-R10RAINYL",2007,1,"8/19/2007","WMTNS","WMTNS","WMT",33,1,23.4,6.25,47,5,33.33,31.25,47.5,90,95,40,7,28.37,43.75,19,3,13.48,18.75,19,1,13.48,6.25,60,2,42.55,12.5,0,0,0,0,44,7,31.21,43.75,33,1,23.4,6.25,40,7,28.37,43.75,30.84,60.75,79.44,1,1,0.71,6.25,5,2,3.55,12.5,5,2,3.55,12.5,40,5,28.37,31.25,0,0,0,0,2.14,23,2,16.31,12.5,3,2,2.13,12.5,54,2,38.3,12.5,93,6,65.96,37.5,63,7,44.68,43.75,0,0,0,0,3,1,2.13,6.25,12.5,5,2,3.55,12.5,0,0,0,0,20,5,14.18,31.25,13,1,9.22,6.25,38,3,26.95,18.75,47,3,33.33,18.75,73,6,51.77,37.5,0,0,0,0,19,1,13.48,6.25,0,0,0,0,27,3,19.15,18.75,36,4,25.53,25,1,1,0.71,6.25,73,6,51.77,37.5,74,7,52.48,43.75,141,16,4,1,2.84,6.25,0,0,0,0,6.2
2008861,"NLA06608-R10SQUAWL",2007,1,"8/24/2007","WMTNS","WMTNS","WMT",74,1,24.67,4.17,40,5,13.33,20.83,36.88,73.05,89.36,142,10,47.33,41.67,71,7,23.67,29.17,101,7,33.67,29.17,28,1,9.33,4.17,0,0,0,0,185,14,61.67,58.33,74,1,24.67,4.17,159,12,53,50,25.61,53.29,69.9,0,0,0,0,10,3,3.33,12.5,1,1,0.33,4.17,140,12,46.67,50,0,0,0,0,2.41,28,1,9.33,4.17,0,0,0,0,48,4,16,16.67,130,8,43.33,33.33,131,9,43.67,37.5,9,2,3,8.33,8,3,2.67,12.5,5.63,8,2,2.67,8.33,0,0,0,0,34,4,11.33,16.67,52,6,17.33,25,95,4,31.67,16.67,104,5,34.67,20.83,31,2,10.33,8.33,1,1,0.33,4.17,31,2,10.33,8.33,0,0,0,0,28,1,9.33,4.17,103,8,34.33,33.33,137,12,45.67,50,31,2,10.33,8.33,131,10,43.67,41.67,300,24,1,1,0.33,4.17,8,3,2.67,12.5,5.92
2008862,"NLA06608-R10ULAKE",2007,1,"8/21/2007","WMTNS","WMTNS","WMT",0,0,0,0,92,5,30.67,22.73,45.12,88.37,93.49,216,12,72,54.55,2,2,0.67,9.09,16,4,5.33,18.18,9,3,3,13.64,2,1,0.67,4.55,159,9,53,40.91,0,0,0,0,244,13,81.33,59.09,32.44,63.55,82.61,29,1,9.67,4.55,40,4,13.33,18.18,40,4,13.33,18.18,146,12,48.67,54.55,0,0,0,0,2.14,37,2,12.33,9.09,7,2,2.33,9.09,0,0,0,0,16,5,5.33,22.73,118,9,39.33,40.91,0,0,0,0,9,3,3,13.64,1.39,3,1,1,4.55,0,0,0,0,157,10,52.33,45.45,0,0,0,0,3,1,1,4.55,215,10,71.67,45.45,113,6,37.67,27.27,6,1,2,4.55,2,1,0.67,4.55,0,0,0,0,37,2,12.33,9.09,81,7,27,31.82,68,6,22.67,27.27,113,6,37.67,27.27,116,7,38.67,31.82,300,22,11,3,3.67,13.64,1,1,0.33,4.55,6.15
2008863,"NLA06608-R10YELLOW",2007,1,"8/15/2007","WMTNS","WMTNS","WMT",13,1,4.33,3.03,103,9,34.33,27.27,30.65,61.31,79.4,199,15,66.33,45.45,11,5,3.67,15.15,92,4,30.67,12.12,70,3,23.33,9.09,0,0,0,0,206,22,68.67,66.67,13,1,4.33,3.03,209,18,69.67,54.55,21.11,44.64,61.94,36,2,12,6.06,41,4,13.67,12.12,37,3,12.33,9.09,148,14,49.33,42.42,0,0,0,0,2.75,77,6,25.67,18.18,3,2,1,6.06,8,1,2.67,3.03,50,11,16.67,33.33,148,14,49.33,42.42,4,1,1.33,3.03,26,7,8.67,21.21,12.56,25,4,8.33,12.12,0,0,0,0,29,8,9.67,24.24,0,0,0,0,26,3,8.67,9.09,97,13,32.33,39.39,33,8,11,24.24,0,0,0,0,65,3,21.67,9.09,0,0,0,0,77,6,25.67,18.18,71,8,23.67,24.24,116,10,38.67,30.3,33,8,11,24.24,72,12,24,36.36,300,33,1,1,0.33,3.03,17,4,5.67,12.12,5.14
2008864,"NLA06608-R31",2007,1,"7/30/2007","EHIGH","EHIGH","SAP",1,1,0.33,1.96,37,12,12.33,23.53,45.05,70.33,83.52,93,17,31,33.33,89,14,29.67,27.45,33,10,11,19.61,25,4,8.33,7.84,0,0,0,0,86,21,28.67,41.18,1,1,0.33,1.96,98,19,32.67,37.25,14.44,34.86,51.06,55,6,18.33,11.76,98,12,32.67,23.53,92,10,30.67,19.61,123,26,41,50.98,0,0,0,0,3.18,14,5,4.67,9.8,66,8,22,15.69,18,4,6,7.84,95,17,31.67,33.33,95,22,31.67,43.14,6,2,2,3.92,9,3,3,5.88,2.15,2,2,0.67,3.92,0,0,0,0,148,21,49.33,41.18,10,6,3.33,11.76,43,6,14.33,11.76,128,15,42.67,29.41,152,15,50.67,29.41,56,4,18.67,7.84,15,4,5,7.84,1,1,0.33,1.96,44,6,14.67,11.76,50,15,16.67,29.41,50,13,16.67,25.49,152,15,50.67,29.41,160,19,53.33,37.25,300,51,37,4,12.33,7.84,6,2,2,3.92,6.59
